Datetime, ECGRaw , AvgECG , ampECG , MAX , GSRRaw , Resistance , GSR(kohm) , SCL , GSRRMS , GSRMAV , EMGRaw , EMGRMS , EMGMAV , EMGVAR , EMGSSI , IEMG , AccX , AccY, AccZ , GyroX , GyroY , GyroZ , Aroll , Apitch , Groll , Gpitch, Gyaw , Combroll , Combpitch,Features
34:13.0,132,132,198,132,448,1.28,779.13,2.19,0,0,128,0,0,0,33545,259,0.99,-0.01,0.21,-2.78,0.99,-0.39,-1.11,-76.66,-0.33,-0.21,-0.13,-0.36,-3.27,Standing
34:13.1,136,134,201,136,448,1.28,779.13,2.19,0,0,130,0,0,0,50445,389,0.99,-0.02,0.22,-2.52,0.72,-1.85,-1.78,-75.93,-0.52,-0.34,-0.23,-0.57,-3.36,Standing
34:13.2,163,143,214.5,163,448,1.28,779.13,2.19,0,0,130,0,0,0,67345,519,0.98,-0.01,0.22,-2.18,1.1,-1.4,-1.08,-75.65,-0.68,-0.42,-0.29,-0.7,-3.43,Standing
34:13.3,210,160,240,210,448,1.28,779.13,2.19,0,0,129,0,0,0,83986,648,0.98,-0.01,0.21,-0.98,-0.23,-1.3,-1.01,-76.16,-0.72,-0.64,-0.34,-0.73,-3.66,Standing
34:13.4,252,178,267,252,448,1.28,779.13,2.19,0,0,130,0,0,0,100886,778,0.98,-0.02,0.2,-0.24,-0.28,-1.91,-1.68,-77,-0.69,-0.87,-0.45,-0.73,-3.91,Standing
34:13.5,301,199,298.5,301,448,1.28,779.13,2.19,0,0,130,0,0,0,117786,908,0.99,-0.01,0.2,-1.63,0.27,-2.19,-1.01,-77.01,-0.79,-1.04,-0.58,-0.8,-4.07,Standing
34:13.6,346,220,330,346,448,1.28,779.13,2.19,0,0,130,0,0,0,134686,1038,0.99,0,0.2,-1.52,2.03,-1.33,-0.64,-77.17,-0.89,-1.03,-0.64,-0.88,-4.08,Standing
34:13.7,377,239,358.5,377,448,1.28,779.13,2.19,0,0,128,0,0,0,151070,1166,0.99,-0.01,0.2,-1.47,-0.37,-2.47,-1,-76.9,-0.98,-1.27,-0.8,-0.98,-4.29,Standing
34:13.8,412,258,387,412,448,1.28,779.13,2.19,64.69,448,129,129.5,129,16770,0,0,0.98,-0.02,0.2,-2.44,1.9,-1.85,-1.44,-76.7,-1.16,-1.28,-0.91,-1.17,-4.29,Standing
34:13.9,433,276,414,433,448,1.28,779.13,2.19,64.69,448,129,129.5,129,16770,16641,129,0.98,0,0.22,-1.31,2.56,-1.6,-0.52,-76,-1.23,-1.22,-0.99,-1.21,-4.21,Standing
34:14.0,443,291,436.5,443,448,1.28,779.13,2.19,64.69,448,129,129.5,129,16770,33282,258,0.98,0.01,0.19,-0.38,-4.68,-0.08,-0.13,-77.4,-1.22,-1.89,-0.91,-1.17,-4.91,Standing
34:14.1,449,304,456,449,448,1.28,779.13,2.19,64.69,448,128,129.5,129,16770,49666,386,0.99,-0.01,0.17,-1.56,3.27,0.33,-1.24,-78.6,-1.32,-1.76,-0.8,-1.31,-4.84,Standing
34:14.2,465,316,474,465,449,1.28,782.23,2.19,64.69,448,129,129.5,129,16770,66307,515,0.98,0,0.2,-3.55,1.8,-0.65,-0.38,-77.06,-1.61,-1.78,-0.79,-1.56,-4.79,Standing
34:14.3,461,327,490.5,465,448,1.28,779.13,2.19,64.69,448,129,129.5,129,16770,82948,644,0.98,0,0.2,-2.06,-0.5,0,-0.61,-77.06,-1.76,-2.03,-0.71,-1.71,-5.03,Standing
34:14.4,466,336,504,466,448,1.28,779.13,2.19,64.69,448,129,129.5,129,16770,99589,773,0.99,-0.01,0.2,-2.35,2.57,-1.05,-1.29,-76.87,-1.94,-1.97,-0.74,-1.91,-4.97,Standing
34:14.5,474,345,517.5,474,449,1.28,782.23,2.19,64.69,448,129,129.5,129,16770,116230,902,0.97,-0.01,0.21,-2.12,0.51,-0.82,-1,-76.46,-2.09,-2.12,-0.74,-2.05,-5.1,Standing
34:14.6,488,353,529.5,488,448,1.28,779.13,2.19,64.69,448,129,129.5,129,16770,132871,1031,0.99,-0.01,0.19,-1.45,-1.61,-0.47,-1.17,-77.63,-2.18,-2.48,-0.71,-2.14,-5.49,Standing
34:14.7,494,361,541.5,494,448,1.28,779.13,2.19,64.69,448,129,129.5,129,16770,149512,1160,0.99,-0.01,0.19,-2,1.34,-1.49,-1.27,-77.67,-2.33,-2.55,-0.78,-2.28,-5.55,Standing
34:14.8,498,368,552,498,449,1.28,782.23,2.19,66.07,448,129,128.9,128,16614,0,0,0.98,0,0.22,-2.55,1.44,-2.14,-0.59,-76.03,-2.52,-2.6,-0.91,-2.44,-5.54,Standing
34:14.9,500,375,562.5,500,449,1.28,782.23,2.19,66.07,448,129,128.9,128,16614,16641,129,0.98,-0.01,0.2,-1.67,-0.19,-0.32,-1.15,-76.68,-2.63,-2.82,-0.86,-2.57,-5.78,Standing
34:15.0,505,381,571.5,505,448,1.28,779.13,2.19,66.07,448,130,128.9,128,16614,33541,259,0.98,-0.01,0.2,-1.59,-0.02,-1.69,-1.06,-76.83,-2.73,-3.02,-0.95,-2.67,-5.97,Standing
34:15.1,511,387,580.5,511,448,1.28,779.13,2.19,66.07,448,129,128.9,128,16614,50182,388,0.98,0,0.19,-2.05,3.03,-0.89,-0.5,-77.27,-2.88,-2.92,-0.96,-2.79,-5.89,Standing
34:15.2,507,392,588,511,449,1.28,782.23,2.19,66.07,448,129,128.9,128,16614,66823,517,0.98,0,0.2,-0.68,1.23,-1.37,-0.72,-77.02,-2.9,-3,-1.02,-2.81,-5.96,Standing
34:15.3,493,396,594,511,448,1.28,779.13,2.19,66.07,448,129,128.9,128,16614,83464,646,0.98,0,0.19,-1.19,0.87,-1.89,-0.79,-77.27,-2.96,-3.11,-1.13,-2.87,-6.07,Standing
34:15.4,489,400,600,511,448,1.28,779.13,2.19,66.07,448,129,128.9,128,16614,100105,775,0.98,0,0.2,-1.58,1.11,0.5,-0.79,-76.67,-3.06,-3.2,-1,-2.97,-6.13,Standing
34:15.5,499,404,606,511,448,1.28,779.13,2.19,66.07,448,129,128.9,128,16614,116746,904,0.99,-0.01,0.21,-2.55,0.81,-1.4,-1.2,-76.61,-3.26,-3.31,-1.06,-3.18,-6.25,Standing
34:15.6,497,407,610.5,511,448,1.28,779.13,2.19,66.07,448,129,128.9,128,16614,133387,1033,0.98,0,0.2,-1.49,0.69,-1.76,-0.8,-76.77,-3.35,-3.45,-1.16,-3.25,-6.38,Standing
34:15.7,490,410,615,511,448,1.28,779.13,2.19,66.07,448,129,128.9,128,16614,150028,1162,0.97,-0.01,0.2,-1.93,-0.56,-0.35,-1.16,-76.8,-3.49,-3.7,-1.11,-3.39,-6.62,Standing
34:15.8,477,412,618,511,449,1.28,782.23,2.19,66.07,448,129,129.1,129,16665,0,0,0.99,-0.01,0.18,-2.41,2.2,-0.72,-1.03,-77.93,-3.67,-3.68,-1.11,-3.56,-6.65,Standing
34:15.9,481,414,621,511,449,1.28,782.23,2.19,66.07,448,129,129.1,129,16665,16641,129,0.98,-0.01,0.2,-1.66,-0.17,-2.11,-1.11,-77.17,-3.78,-3.89,-1.24,-3.67,-6.82,Standing
34:16.0,473,416,624,511,448,1.28,779.13,2.19,66.07,448,129,129.1,129,16665,33282,258,0.99,0,0.19,-1.26,1.39,-0.27,-0.69,-77.35,-3.85,-3.95,-1.19,-3.72,-6.89,Standing
34:16.1,241,411,616.5,511,448,1.28,779.13,2.19,66.07,448,129,129.1,129,16665,49923,387,1,-0.01,0.21,-3.15,3.58,-0.77,-1.31,-76.44,-4.11,-3.8,-1.18,-4,-6.7,Standing
34:16.2,0,398,597,511,448,1.28,779.13,2.19,66.07,448,131,129.1,129,16665,67084,518,0.98,0,0.21,-1.69,-0.12,-1.13,-0.75,-76.53,-4.22,-4.01,-1.22,-4.08,-6.91,Standing
34:16.3,386,398,597,511,448,1.28,779.13,2.19,66.07,448,129,129.1,129,16665,83725,647,0.99,-0.01,0.2,-0.98,0.27,-1.12,-0.88,-77.13,-4.26,-4.18,-1.25,-4.13,-7.1,Standing
34:16.4,524,402,603,524,448,1.28,779.13,2.19,66.07,448,132,129.1,129,16665,101149,779,0.98,-0.01,0.2,-1.41,2.27,-1.79,-0.96,-76.93,-4.35,-4.15,-1.35,-4.21,-7.06,Standing
34:16.5,121,394,591,524,448,1.28,779.13,2.19,66.07,448,129,129.1,129,16665,117790,908,0.99,-0.01,0.2,-1.66,0.01,-1.57,-1.37,-77.06,-4.46,-4.35,-1.43,-4.33,-7.26,Standing
34:16.6,332,392,588,524,449,1.28,782.23,2.19,66.07,448,129,129.1,129,16665,134431,1037,0.98,0,0.18,-3.05,-1,-1.34,-0.59,-77.84,-4.7,-4.65,-1.48,-4.54,-7.58,Standing
34:16.7,514,395,592.5,524,448,1.28,779.13,2.19,66.07,448,129,129.1,129,16665,151072,1166,0.99,-0.01,0.19,-3.59,2.89,-0.25,-1.15,-77.36,-5.01,-4.56,-1.43,-4.86,-7.47,Standing
34:16.8,237,391,586.5,524,448,1.28,779.13,2.19,65.38,448,129,129.5,129,16770,0,0,0.98,-0.01,0.19,-2.44,0.01,-2.17,-0.93,-77.28,-5.19,-4.75,-1.56,-5.02,-7.65,Standing
34:16.9,349,390,585,524,448,1.28,779.13,2.19,65.38,448,129,129.5,129,16770,16641,129,1,-0.01,0.21,-2.92,-0.25,-1.53,-1.28,-76.64,-5.43,-4.98,-1.64,-5.26,-7.84,Standing
34:17.0,419,391,586.5,524,448,1.28,779.13,2.19,65.38,448,129,129.5,129,16770,33282,258,0.98,-0.01,0.19,-2.84,-0.69,-1.73,-1.1,-77.62,-5.65,-5.24,-1.73,-5.47,-8.14,Standing
34:17.1,446,392,588,524,448,1.28,779.13,2.19,65.38,448,129,129.5,129,16770,49923,387,0.98,-0.01,0.2,-1.79,1.37,-1.76,-0.97,-76.76,-5.78,-5.31,-1.83,-5.58,-8.17,Standing
34:17.2,471,394,591,524,448,1.28,779.13,2.19,65.38,448,129,129.5,129,16770,66564,516,0.99,-0.01,0.19,-2.24,-1.74,-0.95,-1.15,-77.5,-5.94,-5.68,-1.84,-5.75,-8.55,Standing
34:17.3,477,396,594,524,448,1.28,779.13,2.19,65.38,448,129,129.5,129,16770,83205,645,0.97,0,0.2,-2.02,1.08,-1.21,-0.65,-77,-6.09,-5.77,-1.89,-5.87,-8.62,Standing
34:17.4,485,398,597,524,448,1.28,779.13,2.19,65.38,448,129,129.5,129,16770,99846,774,1,0,0.18,-2.31,1.28,-2.54,-0.76,-78.32,-6.26,-5.84,-2.06,-6.04,-8.74,Standing
34:17.5,489,400,600,524,448,1.28,779.13,2.19,65.38,448,129,129.5,129,16770,116487,903,1,0,0.18,-2.57,2.95,-2.89,-0.83,-78.07,-6.46,-5.75,-2.27,-6.24,-8.64,Standing
34:17.6,500,402,603,524,449,1.28,782.23,2.19,65.38,448,129,129.5,129,16770,133128,1032,0.97,0,0.2,-2.29,1.05,-1.49,-0.75,-77.03,-6.64,-5.84,-2.34,-6.4,-8.69,Standing
34:17.7,518,404,606,524,448,1.28,779.13,2.19,65.38,448,129,129.5,129,16770,149769,1161,0.99,0,0.19,-1.31,0.73,-1.56,-0.52,-77.34,-6.71,-5.97,-2.41,-6.46,-8.82,Standing
