Datetime,hr,spo2,stress_state,GSR(kohm),Features
18:22.1,76,95.9,1,705.0,Anxiety
18:22.2,76,95.9,1,707.85,Anxiety
18:22.3,76,95.9,1,707.85,Anxiety
18:22.4,77,95.9,1,707.85,Anxiety
18:22.5,77,95.9,1,710.7,Anxiety
18:22.7,77,95.9,1,710.7,Anxiety
18:22.8,77,95.9,1,713.57,Anxiety
18:23.0,77,95.9,1,713.57,Anxiety
18:23.0,79,95.9,1,713.57,Anxiety
18:23.1,79,95.9,1,716.44,Anxiety
18:23.3,79,95.9,1,716.44,Anxiety
18:23.5,79,95.9,1,719.33,Anxiety
18:23.7,79,95.9,1,719.33,Anxiety
18:23.8,79,95.9,1,722.22,Anxiety
18:23.9,79,95.9,1,722.22,Anxiety
18:24.1,79,95.9,1,722.22,Anxiety
18:24.1,79,95.9,1,722.22,Anxiety
18:24.3,79,95.9,1,725.13,Anxiety
18:24.6,80,95.9,1,728.04,Anxiety
18:24.7,80,95.9,1,728.04,Anxiety
18:24.8,80,95.9,1,728.04,Anxiety
18:24.9,80,95.9,1,728.04,Anxiety
18:25.0,80,95.9,1,730.96,Anxiety
18:25.1,81,95.9,1,730.96,Anxiety
18:25.5,81,95.9,1,733.9,Anxiety
18:25.6,81,95.9,1,733.9,Anxiety
18:25.7,81,95.9,1,733.9,Anxiety
18:25.8,82,95.9,1,736.84,Anxiety
18:25.9,82,95.9,1,736.84,Anxiety
18:26.1,82,95.9,1,736.84,Anxiety
18:26.3,82,95.9,1,736.84,Anxiety
18:26.4,84,95.9,1,739.8,Anxiety
18:26.5,84,95.9,1,739.8,Anxiety
18:26.6,84,95.9,1,739.8,Anxiety
18:26.7,84,95.9,1,739.8,Anxiety
18:26.8,84,95.9,1,742.76,Anxiety
18:26.9,84,95.9,1,742.76,Anxiety
18:27.0,84,95.9,1,745.73,Anxiety
18:27.1,84,95.8,1,745.73,Anxiety
18:27.3,84,95.8,1,745.73,Anxiety
18:27.5,84,95.8,1,748.72,Anxiety
18:27.6,84,95.8,1,748.72,Anxiety
18:27.7,84,95.8,1,748.72,Anxiety
18:27.9,84,95.9,1,748.72,Anxiety
18:28.0,84,95.9,1,748.72,Anxiety
18:28.3,84,95.9,1,751.71,Anxiety
18:28.4,84,95.9,1,751.71,Anxiety
18:28.5,83,95.9,1,751.71,Anxiety
18:28.7,83,95.9,1,754.72,Anxiety
18:28.8,83,95.9,1,754.72,Anxiety
18:29.1,84,95.9,1,757.73,Anxiety
18:29.3,84,95.9,1,757.73,Anxiety
18:29.4,84,95.9,1,760.76,Anxiety
18:29.5,84,95.9,1,760.76,Anxiety
18:29.6,84,95.9,1,760.76,Anxiety
18:29.7,84,95.9,1,760.76,Anxiety
18:29.8,84,95.9,1,760.76,Anxiety
18:29.9,84,95.9,1,760.76,Anxiety
18:30.0,84,95.9,1,760.76,Anxiety
18:30.3,84,95.9,1,763.79,Anxiety
18:30.3,84,95.9,1,763.79,Anxiety
18:30.4,84,95.9,1,763.79,Anxiety
18:30.5,84,95.9,1,763.79,Anxiety
18:30.7,84,95.9,1,763.79,Anxiety
18:30.8,84,95.9,1,766.84,Anxiety
18:31.0,84,95.9,1,766.84,Anxiety
18:31.2,84,95.9,1,766.84,Anxiety
18:31.3,84,95.9,1,766.84,Anxiety
18:31.4,84,95.9,1,766.84,Anxiety
18:31.6,84,95.9,1,769.9,Anxiety
18:31.7,84,95.9,1,769.9,Anxiety
18:31.8,84,95.9,1,769.9,Anxiety
18:31.9,84,95.9,1,769.9,Anxiety
18:32.0,84,95.9,1,769.9,Anxiety
18:32.2,84,95.9,1,772.96,Anxiety
18:32.3,84,95.9,1,772.96,Anxiety
18:32.4,84,95.9,1,769.9,Anxiety
18:32.5,84,95.9,1,769.9,Anxiety
18:32.6,85,95.9,1,769.9,Anxiety
18:32.8,85,95.9,1,769.9,Anxiety
18:33.0,85,95.9,1,769.9,Anxiety
18:33.1,85,95.9,1,769.9,Anxiety
18:33.2,85,95.9,1,769.9,Anxiety
18:33.3,85,95.9,1,769.9,Anxiety
18:33.4,85,95.9,1,772.96,Anxiety
18:33.6,85,95.9,1,769.9,Anxiety
18:33.8,85,95.9,1,769.9,Anxiety
18:34.1,85,96.0,1,769.9,Anxiety
18:34.2,85,96.0,1,769.9,Anxiety
18:34.3,85,96.0,1,769.9,Anxiety
18:34.4,85,96.0,1,769.9,Anxiety
18:34.5,85,96.0,1,769.9,Anxiety
18:34.6,85,96.0,1,769.9,Anxiety
18:34.8,85,96.0,1,772.96,Anxiety
18:35.0,85,96.0,1,772.96,Anxiety
18:35.1,85,96.0,1,772.96,Anxiety
18:35.2,85,96.0,1,776.04,Anxiety
18:35.3,85,96.0,1,772.96,Anxiety
18:35.4,85,96.0,1,772.96,Anxiety
18:35.6,85,96.0,1,769.9,Anxiety
18:35.8,85,96.0,1,769.9,Anxiety
18:36.0,86,96.0,1,769.9,Anxiety
18:36.2,86,96.0,1,769.9,Anxiety
18:36.3,86,96.0,1,769.9,Anxiety
18:36.5,86,96.0,1,776.04,Anxiety
18:36.6,86,96.0,1,772.96,Anxiety
18:36.8,86,96.0,1,769.9,Anxiety
18:36.9,86,96.0,1,769.9,Anxiety
18:37.0,86,96.0,1,769.9,Anxiety
18:37.1,86,96.0,1,769.9,Anxiety
18:37.2,86,96.0,1,769.9,Anxiety
18:37.3,86,96.0,1,769.9,Anxiety
18:37.4,86,96.0,1,769.9,Anxiety
18:37.5,86,96.0,1,769.9,Anxiety
18:37.8,86,96.0,1,769.9,Anxiety
18:37.9,86,96.0,1,772.96,Anxiety
18:37.9,86,96.0,1,772.96,Anxiety
18:38.0,86,96.0,1,772.96,Anxiety
18:38.2,86,96.0,1,772.96,Anxiety
18:38.3,86,96.0,1,772.96,Anxiety
18:38.5,86,96.0,1,772.96,Anxiety
18:38.7,87,96.0,1,769.9,Anxiety
18:38.8,87,96.0,1,769.9,Anxiety
18:39.0,87,96.0,1,769.9,Anxiety
18:39.1,87,96.0,1,769.9,Anxiety
18:39.2,87,96.0,1,769.9,Anxiety
18:39.3,87,96.0,1,769.9,Anxiety
18:39.4,86,96.0,1,769.9,Anxiety
18:39.5,86,96.0,1,769.9,Anxiety
18:39.7,86,96.0,1,772.96,Anxiety
18:39.8,86,96.0,1,772.96,Anxiety
18:40.0,86,96.0,1,772.96,Anxiety
18:40.0,86,96.0,1,772.96,Anxiety
18:40.2,86,96.0,1,769.9,Anxiety
18:40.3,86,96.0,1,769.9,Anxiety
18:40.5,86,96.0,1,769.9,Anxiety
18:40.6,86,96.0,1,769.9,Anxiety
18:40.7,86,96.0,1,769.9,Anxiety
18:40.8,86,96.0,1,769.9,Anxiety
18:40.9,86,96.0,1,769.9,Anxiety
18:41.1,86,96.0,1,769.9,Anxiety
18:41.3,86,96.0,1,769.9,Anxiety
18:41.4,86,96.0,1,769.9,Anxiety
18:41.5,86,96.0,1,769.9,Anxiety
18:41.6,86,96.0,1,769.9,Anxiety
18:41.7,86,96.0,1,769.9,Anxiety
18:41.8,86,96.0,1,769.9,Anxiety
18:41.9,86,96.0,1,769.9,Anxiety
18:42.0,86,96.0,1,769.9,Anxiety
18:42.2,87,96.0,1,769.9,Anxiety
18:42.3,87,96.0,1,769.9,Anxiety
18:42.5,87,96.0,1,769.9,Anxiety
18:42.6,87,96.0,1,772.96,Anxiety
18:42.7,87,96.0,1,772.96,Anxiety
18:42.9,87,96.0,1,772.96,Anxiety
18:43.1,87,96.0,1,769.9,Anxiety
18:43.3,87,96.0,1,772.96,Anxiety
18:43.4,87,96.0,1,769.9,Anxiety
18:43.5,87,96.0,1,766.84,Anxiety
18:43.6,87,96.0,1,760.76,Anxiety
18:43.7,87,96.0,1,757.73,Anxiety
18:43.8,87,96.0,1,754.72,Anxiety
18:44.0,87,96.0,1,745.73,Anxiety
18:44.1,87,96.0,1,742.76,Anxiety
18:44.3,87,96.0,1,736.84,Anxiety
18:44.4,87,96.0,1,736.84,Anxiety
18:44.5,87,96.0,1,733.9,Anxiety
18:44.6,87,96.0,1,733.9,Anxiety
18:44.7,87,96.0,1,733.9,Anxiety
18:44.9,87,96.0,1,736.84,Anxiety
18:45.1,87,96.0,1,736.84,Anxiety
18:45.3,87,96.0,1,739.8,Anxiety
18:45.4,87,96.0,1,742.76,Anxiety
18:45.5,87,96.0,1,742.76,Anxiety
18:45.6,87,96.0,1,742.76,Anxiety
18:45.7,87,96.0,1,745.73,Anxiety
18:45.8,87,96.0,1,745.73,Anxiety
18:46.0,87,96.0,1,745.73,Anxiety
18:46.1,87,96.0,1,745.73,Anxiety
18:46.3,87,96.0,1,748.72,Anxiety
18:46.4,87,96.0,1,748.72,Anxiety
18:46.5,87,96.0,1,751.71,Anxiety
18:46.6,87,96.0,1,748.72,Anxiety
18:46.7,87,96.0,1,751.71,Anxiety
18:46.9,88,96.0,1,748.72,Anxiety
18:47.2,88,96.0,1,751.71,Anxiety
18:47.3,88,96.0,1,751.71,Anxiety
18:47.5,88,96.0,1,754.72,Anxiety
18:47.6,88,96.0,1,751.71,Anxiety
18:47.8,88,96.0,1,754.72,Anxiety
18:48.0,88,96.0,1,754.72,Anxiety
18:48.1,88,96.0,1,754.72,Anxiety
18:48.2,88,96.0,1,754.72,Anxiety
18:48.3,88,96.0,1,754.72,Anxiety
18:48.4,88,96.0,1,754.72,Anxiety
18:48.6,88,96.0,1,757.73,Anxiety
18:48.7,88,96.0,1,760.76,Anxiety
18:48.9,88,96.0,1,760.76,Anxiety
18:49.0,88,96.0,1,760.76,Anxiety
18:49.1,88,96.0,1,760.76,Anxiety
18:49.2,88,96.0,1,760.76,Anxiety
18:49.3,88,96.0,1,760.76,Anxiety
18:49.4,88,96.0,1,760.76,Anxiety
18:49.7,88,96.0,1,763.79,Anxiety
18:49.8,88,96.0,1,766.84,Anxiety
18:50.0,88,96.0,1,763.79,Anxiety
18:50.1,88,96.0,1,766.84,Anxiety
18:50.2,88,96.0,1,766.84,Anxiety
18:50.3,88,96.0,1,766.84,Anxiety
18:50.4,88,96.0,1,766.84,Anxiety
18:50.8,88,96.0,1,766.84,Anxiety
18:50.9,88,96.0,1,769.9,Anxiety
18:51.0,88,96.0,1,769.9,Anxiety
18:51.1,88,96.0,1,769.9,Anxiety
18:51.2,88,96.0,1,769.9,Anxiety
18:51.3,88,96.0,1,769.9,Anxiety
18:51.4,88,96.0,1,772.96,Anxiety
18:51.5,88,96.0,1,772.96,Anxiety
18:51.6,88,96.0,1,772.96,Anxiety
18:51.8,88,96.0,1,769.9,Anxiety
18:51.9,88,96.0,1,769.9,Anxiety
18:52.0,88,96.0,1,769.9,Anxiety
18:52.1,88,96.0,1,769.9,Anxiety
18:52.4,88,96.0,1,769.9,Anxiety
18:52.6,88,96.0,1,769.9,Anxiety
18:52.8,88,96.0,1,769.9,Anxiety
18:52.9,88,96.0,1,769.9,Anxiety
18:53.0,88,96.0,1,769.9,Anxiety
18:53.1,88,96.0,1,769.9,Anxiety
18:53.2,88,96.0,1,769.9,Anxiety
18:53.3,88,96.0,1,769.9,Anxiety
18:53.5,88,96.0,1,769.9,Anxiety
18:53.6,88,96.0,1,769.9,Anxiety
18:53.8,88,96.0,1,769.9,Anxiety
18:53.9,88,96.0,1,772.96,Anxiety
18:54.0,88,96.0,1,772.96,Anxiety
18:54.1,88,96.0,1,772.96,Anxiety
18:54.4,88,96.0,1,772.96,Anxiety
18:54.5,88,96.0,1,772.96,Anxiety
18:54.6,88,96.0,1,772.96,Anxiety
18:54.8,88,96.0,1,772.96,Anxiety
18:54.9,88,96.0,1,769.9,Anxiety
18:55.0,88,96.0,1,769.9,Anxiety
18:55.1,88,96.0,1,769.9,Anxiety
18:55.3,88,96.0,1,769.9,Anxiety
18:55.5,88,96.0,1,769.9,Anxiety
18:55.6,88,96.0,1,769.9,Anxiety
18:55.7,88,96.0,1,769.9,Anxiety
18:55.9,88,96.0,1,769.9,Anxiety
18:56.0,88,96.0,1,769.9,Anxiety
18:56.1,88,96.0,1,769.9,Anxiety
18:56.2,88,96.0,1,769.9,Anxiety
18:56.4,88,96.0,1,769.9,Anxiety
18:56.5,88,96.0,1,769.9,Anxiety
18:56.6,88,96.0,1,769.9,Anxiety
18:56.7,88,96.0,1,769.9,Anxiety
18:56.8,88,96.0,1,769.9,Anxiety
18:56.9,88,96.0,1,769.9,Anxiety
18:57.1,88,96.0,1,769.9,Anxiety
18:57.3,88,96.0,1,772.96,Anxiety
18:57.5,88,96.0,1,769.9,Anxiety
18:57.6,88,96.0,1,769.9,Anxiety
18:57.7,88,96.0,1,769.9,Anxiety
18:57.8,88,96.0,1,769.9,Anxiety
18:57.9,88,96.0,1,769.9,Anxiety
18:58.1,88,96.0,1,769.9,Anxiety
18:58.3,88,96.0,1,769.9,Anxiety
18:58.4,87,96.0,1,772.96,Anxiety
18:58.5,87,96.0,1,772.96,Anxiety
18:58.6,87,96.0,1,769.9,Anxiety
18:58.7,87,96.0,1,769.9,Anxiety
18:58.8,87,96.0,1,769.9,Anxiety
18:58.9,87,96.0,1,772.96,Anxiety
18:59.0,87,96.0,1,772.96,Anxiety
18:59.2,87,96.0,1,769.9,Anxiety
18:59.3,87,96.0,1,769.9,Anxiety
18:59.4,87,96.0,1,769.9,Anxiety
18:59.5,87,96.0,1,772.96,Anxiety
18:59.6,87,96.0,1,772.96,Anxiety
18:59.7,87,96.0,1,769.9,Anxiety
18:59.8,87,96.0,1,769.9,Anxiety
18:59.9,87,96.0,1,769.9,Anxiety
19:00.1,87,96.0,1,769.9,Anxiety
19:00.3,87,96.0,1,769.9,Anxiety
19:00.4,87,96.0,1,769.9,Anxiety
19:00.5,87,96.0,1,772.96,Anxiety
19:00.6,87,96.0,1,769.9,Anxiety
19:00.7,87,96.0,1,772.96,Anxiety
19:00.9,86,96.0,1,772.96,Anxiety
19:01.1,86,96.0,1,769.9,Anxiety
19:01.3,86,96.0,1,769.9,Anxiety
19:01.4,86,96.0,1,772.96,Anxiety
19:01.5,86,96.0,1,769.9,Anxiety
19:01.5,86,96.1,1,769.9,Anxiety
19:01.7,86,96.1,1,769.9,Anxiety
19:01.8,86,96.1,1,769.9,Anxiety
19:02.1,86,96.1,1,769.9,Anxiety
19:02.2,86,96.1,1,769.9,Anxiety
19:02.3,86,96.1,1,769.9,Anxiety
19:02.4,86,96.1,1,772.96,Anxiety
19:02.6,86,96.1,1,769.9,Anxiety
19:02.7,86,96.1,1,772.96,Anxiety
19:02.8,86,96.1,1,769.9,Anxiety
19:02.9,86,96.1,1,772.96,Anxiety
19:03.1,86,96.1,1,769.9,Anxiety
19:03.1,86,96.1,1,769.9,Anxiety
19:03.3,86,96.1,1,769.9,Anxiety
19:03.4,86,96.1,1,769.9,Anxiety
19:03.5,86,96.1,1,772.96,Anxiety
19:03.6,86,96.1,1,769.9,Anxiety
19:03.7,86,96.1,1,769.9,Anxiety
19:03.8,86,96.1,1,769.9,Anxiety
19:04.0,86,96.1,1,769.9,Anxiety
19:04.1,86,96.1,1,769.9,Anxiety
19:04.2,86,96.1,1,769.9,Anxiety
19:04.3,85,96.1,1,772.96,Anxiety
19:04.4,85,96.1,1,769.9,Anxiety
19:04.6,85,96.1,1,772.96,Anxiety
19:04.8,85,96.1,1,772.96,Anxiety
19:05.0,85,96.1,1,769.9,Anxiety
19:05.1,85,96.1,1,769.9,Anxiety
19:05.2,85,96.1,1,772.96,Anxiety
19:05.4,85,96.1,1,769.9,Anxiety
19:05.4,85,96.1,1,769.9,Anxiety
19:05.6,85,96.1,1,769.9,Anxiety
19:05.8,85,96.1,1,769.9,Anxiety
19:05.9,85,96.1,1,772.96,Anxiety
19:06.0,85,96.1,1,772.96,Anxiety
19:06.1,85,96.1,1,772.96,Anxiety
19:06.2,85,96.1,1,769.9,Anxiety
19:06.4,85,96.1,1,769.9,Anxiety
19:06.4,85,96.1,1,769.9,Anxiety
19:06.5,85,96.1,1,769.9,Anxiety
19:06.7,85,96.1,1,769.9,Anxiety
19:06.8,85,96.1,1,772.96,Anxiety
19:07.0,85,96.1,1,769.9,Anxiety
19:07.1,85,96.1,1,772.96,Anxiety
19:07.2,85,96.1,1,772.96,Anxiety
19:07.4,85,96.1,1,772.96,Anxiety
19:07.6,85,96.1,1,772.96,Anxiety
19:07.8,85,96.1,1,772.96,Anxiety
19:07.9,85,96.1,1,769.9,Anxiety
19:08.0,85,96.1,1,772.96,Anxiety
19:08.1,84,96.1,1,769.9,Anxiety
19:08.2,84,96.1,1,769.9,Anxiety
19:08.3,84,96.1,1,769.9,Anxiety
19:08.6,84,96.1,1,769.9,Anxiety
19:08.7,84,96.1,1,769.9,Anxiety
19:08.9,84,96.1,1,766.84,Anxiety
19:09.0,84,96.1,1,766.84,Anxiety
19:09.1,84,96.1,1,766.84,Anxiety
19:09.3,84,96.1,1,766.84,Anxiety
19:09.6,84,96.1,1,766.84,Anxiety
19:09.7,84,96.1,1,769.9,Anxiety
19:09.9,84,96.1,1,769.9,Anxiety
19:10.0,84,96.1,1,772.96,Anxiety
19:10.1,84,96.1,1,769.9,Anxiety
19:10.2,84,96.1,1,769.9,Anxiety
19:10.3,84,96.1,1,769.9,Anxiety
19:10.6,84,96.1,1,769.9,Anxiety
19:10.8,84,96.1,1,772.96,Anxiety
19:10.9,84,96.1,1,769.9,Anxiety
19:10.9,84,96.1,1,769.9,Anxiety
19:11.1,84,96.1,1,769.9,Anxiety
19:11.3,84,96.1,1,772.96,Anxiety
19:11.5,84,96.1,1,769.9,Anxiety
19:11.6,84,96.1,1,766.84,Anxiety
19:11.7,84,96.1,1,763.79,Anxiety
19:11.9,84,96.1,1,760.76,Anxiety
19:12.0,84,96.1,1,757.73,Anxiety
19:12.1,84,96.1,1,757.73,Anxiety
19:12.2,85,96.1,1,757.73,Anxiety
19:12.3,85,96.1,1,754.72,Anxiety
19:12.5,85,96.1,1,754.72,Anxiety
19:12.6,85,96.1,1,754.72,Anxiety
19:12.7,85,96.1,1,754.72,Anxiety
19:12.8,85,96.1,1,757.73,Anxiety
19:12.9,84,96.1,1,757.73,Anxiety
19:13.1,84,96.1,1,757.73,Anxiety
19:13.3,84,96.1,1,763.79,Anxiety
19:13.5,84,96.1,1,760.76,Anxiety
19:13.6,84,96.1,1,760.76,Anxiety
19:13.7,84,96.1,1,763.79,Anxiety
19:13.9,84,96.1,1,763.79,Anxiety
19:13.9,84,96.1,1,763.79,Anxiety
19:14.1,84,96.1,1,763.79,Anxiety
19:14.3,84,96.1,1,766.84,Anxiety
19:14.4,84,96.1,1,766.84,Anxiety
19:14.5,84,96.1,1,766.84,Anxiety
19:14.6,84,96.1,1,766.84,Anxiety
19:14.7,84,96.1,1,769.9,Anxiety
19:14.8,84,96.1,1,769.9,Anxiety
19:14.9,85,96.1,1,769.9,Anxiety
19:15.1,85,96.1,1,772.96,Anxiety
19:15.3,85,96.1,1,769.9,Anxiety
19:15.4,85,96.1,1,769.9,Anxiety
19:15.5,85,96.1,1,772.96,Anxiety
19:15.6,85,96.1,1,769.9,Anxiety
19:15.7,85,96.1,1,772.96,Anxiety
19:15.9,85,96.1,1,769.9,Anxiety
19:16.1,85,96.1,1,769.9,Anxiety
19:16.3,85,96.1,1,769.9,Anxiety
19:16.4,85,96.1,1,769.9,Anxiety
19:16.5,85,96.1,1,769.9,Anxiety
19:16.6,85,96.1,1,772.96,Anxiety
19:16.7,85,96.1,1,769.9,Anxiety
19:16.8,85,96.1,1,769.9,Anxiety
19:17.0,85,96.1,1,769.9,Anxiety
19:17.2,85,96.1,1,769.9,Anxiety
19:17.3,85,96.1,1,769.9,Anxiety
19:17.4,85,96.1,1,772.96,Anxiety
19:17.5,85,96.1,1,769.9,Anxiety
19:17.6,85,96.1,1,772.96,Anxiety
19:17.7,85,96.1,1,769.9,Anxiety
19:17.8,85,96.1,1,769.9,Anxiety
19:18.1,85,96.1,1,769.9,Anxiety
19:18.2,85,96.1,1,769.9,Anxiety
19:18.3,86,96.1,1,769.9,Anxiety
19:18.4,86,96.1,1,772.96,Anxiety
19:18.6,86,96.1,1,772.96,Anxiety
19:18.8,86,96.1,1,769.9,Anxiety
19:18.9,86,96.1,1,769.9,Anxiety
19:19.1,86,96.1,1,772.96,Anxiety
19:19.1,86,96.1,1,772.96,Anxiety
19:19.3,86,96.1,1,769.9,Anxiety
19:19.4,86,96.1,1,772.96,Anxiety
19:19.5,86,96.1,1,769.9,Anxiety
19:19.6,86,96.1,1,772.96,Anxiety
19:19.7,86,96.1,1,769.9,Anxiety
19:19.8,86,96.1,1,772.96,Anxiety
19:20.1,86,96.1,1,769.9,Anxiety
19:20.1,86,96.1,1,769.9,Anxiety
19:20.3,86,96.1,1,769.9,Anxiety
19:20.4,86,96.1,1,769.9,Anxiety
19:20.6,86,96.1,1,772.96,Anxiety
19:20.8,86,96.1,1,772.96,Anxiety
19:20.9,87,96.1,1,769.9,Anxiety
19:21.0,87,96.1,1,772.96,Anxiety
19:21.1,87,96.1,1,769.9,Anxiety
19:21.2,87,96.1,1,769.9,Anxiety
19:21.4,87,96.1,1,769.9,Anxiety
19:21.4,87,96.1,1,769.9,Anxiety
19:21.6,87,96.1,1,772.96,Anxiety
19:21.8,87,96.1,1,769.9,Anxiety
19:22.0,87,96.1,1,769.9,Anxiety
19:22.1,87,96.1,1,769.9,Anxiety
19:22.2,87,96.1,1,769.9,Anxiety
19:22.4,87,96.1,1,769.9,Anxiety
19:22.4,87,96.1,1,769.9,Anxiety
19:22.6,87,96.1,1,769.9,Anxiety
19:22.9,88,96.1,1,772.96,Anxiety
19:23.0,88,96.1,1,769.9,Anxiety
19:23.1,88,96.1,1,769.9,Anxiety
19:23.3,88,96.1,1,769.9,Anxiety
19:23.3,88,96.1,1,772.96,Anxiety
19:23.9,88,96.1,1,769.9,Anxiety
19:24.0,88,96.1,1,769.9,Anxiety
19:24.1,88,96.1,1,769.9,Anxiety
19:24.2,88,96.1,1,769.9,Anxiety
19:24.4,88,96.1,1,772.96,Anxiety
19:24.6,88,96.1,1,769.9,Anxiety
19:24.7,88,96.1,1,769.9,Anxiety
19:24.8,88,96.1,1,769.9,Anxiety
19:24.9,88,96.1,1,772.96,Anxiety
19:25.0,88,96.1,1,769.9,Anxiety
19:25.1,88,96.1,1,772.96,Anxiety
19:25.2,88,96.1,1,769.9,Anxiety
19:25.3,88,96.1,1,769.9,Anxiety
19:25.4,88,96.1,1,769.9,Anxiety
19:25.6,88,96.1,1,769.9,Anxiety
19:25.8,88,96.1,1,769.9,Anxiety
19:25.9,88,96.1,1,772.96,Anxiety
19:26.0,88,96.1,1,769.9,Anxiety
19:26.1,88,96.1,1,769.9,Anxiety
19:26.2,88,96.1,1,769.9,Anxiety
19:26.3,88,96.1,1,772.96,Anxiety
19:26.6,88,96.1,1,760.76,Anxiety
19:26.8,88,96.1,1,739.8,Anxiety
19:26.9,88,96.1,1,730.96,Anxiety
19:27.0,88,96.1,1,725.13,Anxiety
19:27.1,88,96.1,1,716.44,Anxiety
19:27.3,88,96.1,1,710.7,Anxiety
19:27.5,88,96.1,1,707.85,Anxiety
19:27.6,87,96.1,1,707.85,Anxiety
19:27.7,87,96.1,1,710.7,Anxiety
19:27.9,87,96.1,1,710.7,Anxiety
19:28.0,87,96.1,1,716.44,Anxiety
19:28.1,87,96.1,1,716.44,Anxiety
19:28.2,88,96.1,1,719.33,Anxiety
19:28.3,88,96.1,1,719.33,Anxiety
19:28.6,88,96.1,1,725.13,Anxiety
19:28.6,88,96.1,1,725.13,Anxiety
19:28.8,88,96.1,1,730.96,Anxiety
19:28.9,88,96.1,1,730.96,Anxiety
19:28.9,87,96.1,1,730.96,Anxiety
19:29.1,87,96.1,1,736.84,Anxiety
19:29.3,87,96.1,1,739.8,Anxiety
19:29.5,87,96.1,1,739.8,Anxiety
19:29.6,87,96.1,1,742.76,Anxiety
19:29.7,87,96.1,1,742.76,Anxiety
19:29.9,87,96.1,1,748.72,Anxiety
19:29.9,87,96.1,1,748.72,Anxiety
19:30.1,87,96.1,1,745.73,Anxiety
19:30.3,87,96.1,1,748.72,Anxiety
19:30.4,87,96.1,1,751.71,Anxiety
19:30.5,87,96.1,1,748.72,Anxiety
19:30.6,87,96.1,1,751.71,Anxiety
19:30.7,87,96.1,1,754.72,Anxiety
19:30.9,87,96.1,1,751.71,Anxiety
19:31.0,87,96.1,1,751.71,Anxiety
19:31.2,87,96.1,1,754.72,Anxiety
19:31.3,87,96.1,1,757.73,Anxiety
19:31.4,87,96.1,1,754.72,Anxiety
19:31.5,87,96.1,1,757.73,Anxiety
19:31.6,87,96.1,1,757.73,Anxiety
19:31.7,87,96.1,1,757.73,Anxiety
19:31.9,87,96.1,1,760.76,Anxiety
19:32.1,87,96.1,1,760.76,Anxiety
19:32.3,87,96.1,1,760.76,Anxiety
19:32.4,88,96.1,1,763.79,Anxiety
19:32.5,88,96.1,1,760.76,Anxiety
19:32.6,88,96.1,1,763.79,Anxiety
19:32.7,88,96.1,1,763.79,Anxiety
19:32.9,88,96.1,1,766.84,Anxiety
19:33.0,88,96.1,1,766.84,Anxiety
19:33.2,88,96.1,1,766.84,Anxiety
19:33.3,88,96.1,1,769.9,Anxiety
19:33.4,88,96.1,1,769.9,Anxiety
19:33.5,88,96.1,1,769.9,Anxiety
19:33.6,88,96.1,1,769.9,Anxiety
19:33.7,88,96.1,1,769.9,Anxiety
19:33.9,88,96.1,1,772.96,Anxiety
19:34.1,88,96.1,1,769.9,Anxiety
19:34.3,88,96.1,1,769.9,Anxiety
19:34.4,88,96.1,1,769.9,Anxiety
19:34.5,88,96.1,1,772.96,Anxiety
19:34.6,88,96.1,1,769.9,Anxiety
19:34.8,88,96.1,1,769.9,Anxiety
19:35.0,88,96.1,1,769.9,Anxiety
19:35.1,88,96.1,1,769.9,Anxiety
19:35.2,88,96.1,1,769.9,Anxiety
19:35.4,88,96.1,1,769.9,Anxiety
19:35.5,88,96.1,1,769.9,Anxiety
19:35.6,88,96.1,1,769.9,Anxiety
19:35.7,88,96.1,1,769.9,Anxiety
19:35.8,88,96.1,1,769.9,Anxiety
19:36.1,88,96.1,1,769.9,Anxiety
19:36.2,88,96.1,1,769.9,Anxiety
19:36.3,88,96.1,1,769.9,Anxiety
19:36.4,88,96.1,1,769.9,Anxiety
19:36.5,88,96.1,1,769.9,Anxiety
19:36.6,88,96.1,1,772.96,Anxiety
19:36.8,88,96.1,1,772.96,Anxiety
19:37.0,88,96.1,1,769.9,Anxiety
19:37.1,88,96.1,1,769.9,Anxiety
19:37.2,88,96.1,1,772.96,Anxiety
19:37.4,88,96.1,1,772.96,Anxiety
19:37.4,88,96.1,1,772.96,Anxiety
19:37.6,88,96.1,1,772.96,Anxiety
19:37.7,88,96.1,1,769.9,Anxiety
19:37.8,88,96.1,1,769.9,Anxiety
19:38.0,88,96.1,1,769.9,Anxiety
19:38.1,88,96.1,1,772.96,Anxiety
19:38.2,88,96.1,1,769.9,Anxiety
19:38.3,88,96.1,1,769.9,Anxiety
19:38.4,88,96.1,1,769.9,Anxiety
19:38.6,88,96.1,1,769.9,Anxiety
19:38.8,88,96.1,1,769.9,Anxiety
19:38.9,88,96.1,1,772.96,Anxiety
19:39.1,88,96.1,1,769.9,Anxiety
19:39.2,88,96.1,1,769.9,Anxiety
19:39.6,88,96.1,1,772.96,Anxiety
19:39.8,88,96.1,1,769.9,Anxiety
19:39.9,88,96.1,1,769.9,Anxiety
19:40.0,88,96.1,1,769.9,Anxiety
19:40.1,88,96.1,1,769.9,Anxiety
19:40.2,88,96.1,1,769.9,Anxiety
19:40.4,88,96.1,1,769.9,Anxiety
19:40.5,88,96.1,1,769.9,Anxiety
19:40.7,88,96.1,1,769.9,Anxiety
19:40.8,88,96.1,1,769.9,Anxiety
19:40.9,88,96.1,1,769.9,Anxiety
