Datetime,hr,spo2,stress_state,GSR(kohm),Features
16:14.4,110,96.8,1,688.12,Forward Fall while Sitting
16:14.5,110,96.8,1,688.12,Forward Fall while Sitting
16:14.6,110,96.8,1,690.91,Forward Fall while Sitting
16:14.7,110,96.8,1,690.91,Forward Fall while Sitting
16:14.8,109,96.8,1,693.71,Forward Fall while Sitting
16:15.0,109,96.8,1,699.34,Forward Fall while Sitting
16:15.2,109,96.8,1,702.16,Forward Fall while Sitting
16:15.4,109,96.8,1,674.3,Forward Fall while Sitting
16:15.5,108,96.8,1,716.44,Forward Fall while Sitting
16:15.6,108,96.8,1,716.44,Forward Fall while Sitting
16:15.7,108,96.8,1,716.44,Forward Fall while Sitting
16:15.8,108,96.8,1,716.44,Forward Fall while Sitting
16:15.9,108,96.8,1,716.44,Forward Fall while Sitting
16:16.0,108,96.8,1,716.44,Forward Fall while Sitting
16:16.2,108,96.8,1,716.44,Forward Fall while Sitting
16:16.4,108,96.8,1,716.44,Forward Fall while Sitting
16:16.4,108,96.8,1,716.44,Forward Fall while Sitting
16:16.5,108,96.8,1,716.44,Forward Fall while Sitting
16:16.6,108,96.8,1,716.44,Forward Fall while Sitting
16:17.0,108,96.8,1,716.44,Forward Fall while Sitting
16:17.1,108,96.8,1,716.44,Forward Fall while Sitting
16:17.2,107,96.8,1,716.44,Forward Fall while Sitting
16:17.3,107,96.8,1,716.44,Forward Fall while Sitting
16:17.5,107,96.8,1,719.33,Forward Fall while Sitting
16:17.6,107,96.8,1,719.33,Forward Fall while Sitting
16:17.7,107,96.8,1,719.33,Forward Fall while Sitting
16:17.8,106,96.8,1,719.33,Forward Fall while Sitting
16:18.0,106,96.8,1,719.33,Forward Fall while Sitting
16:18.2,106,96.8,1,722.22,Forward Fall while Sitting
16:18.3,106,96.8,1,728.04,Forward Fall while Sitting
16:18.4,106,96.8,1,722.22,Forward Fall while Sitting
16:18.5,106,96.8,1,725.13,Forward Fall while Sitting
16:18.6,106,96.8,1,728.04,Forward Fall while Sitting
16:18.7,106,96.8,1,728.04,Forward Fall while Sitting
16:18.9,106,96.8,1,728.04,Forward Fall while Sitting
16:19.0,105,96.8,1,728.04,Forward Fall while Sitting
16:19.2,105,96.8,1,730.96,Forward Fall while Sitting
16:19.3,105,96.8,1,730.96,Forward Fall while Sitting
16:19.4,105,96.8,1,730.96,Forward Fall while Sitting
16:19.5,105,96.8,1,730.96,Forward Fall while Sitting
16:19.6,104,96.8,1,730.96,Forward Fall while Sitting
16:19.7,104,96.8,1,733.9,Forward Fall while Sitting
16:20.0,104,96.8,1,730.96,Forward Fall while Sitting
16:20.1,104,96.8,1,716.44,Forward Fall while Sitting
16:20.2,103,96.8,1,716.44,Forward Fall while Sitting
16:20.3,103,96.8,1,713.57,Forward Fall while Sitting
16:20.5,103,96.8,1,710.7,Forward Fall while Sitting
16:20.6,103,96.8,1,705.0,Forward Fall while Sitting
16:20.7,103,96.8,1,702.16,Forward Fall while Sitting
16:21.0,103,96.8,1,696.52,Forward Fall while Sitting
16:21.1,103,96.8,1,696.52,Forward Fall while Sitting
16:21.3,103,96.8,1,693.71,Forward Fall while Sitting
16:21.3,103,96.8,1,693.71,Forward Fall while Sitting
16:21.5,103,96.8,1,696.52,Forward Fall while Sitting
16:21.7,103,96.8,1,693.71,Forward Fall while Sitting
16:21.8,102,96.8,1,690.91,Forward Fall while Sitting
16:32.2,93,96.6,0,696.52,Walking
16:32.3,93,96.6,0,696.52,Walking
16:32.4,93,96.6,0,696.52,Walking
16:32.5,93,96.6,0,696.52,Walking
16:32.6,93,96.6,0,690.91,Walking
16:32.7,93,96.6,0,688.12,Walking
16:32.8,93,96.6,0,685.34,Walking
16:32.9,93,96.6,0,679.8,Walking
16:33.1,94,96.6,0,677.05,Walking
16:33.2,94,96.6,0,671.57,Walking
16:33.3,94,96.6,0,671.57,Walking
16:33.4,94,96.6,0,671.57,Walking
16:33.5,95,96.6,0,674.3,Walking
16:33.6,95,96.6,0,674.3,Walking
16:33.7,95,96.6,0,674.3,Walking
16:33.8,95,96.6,0,674.3,Walking
16:34.0,95,96.6,0,677.05,Walking
16:34.1,95,96.6,0,679.8,Walking
16:34.2,95,96.6,0,679.8,Walking
16:34.3,95,96.6,0,682.57,Walking
16:34.5,95,96.6,0,688.12,Walking
16:34.6,95,96.6,0,688.12,Walking
16:34.8,96,96.5,0,690.91,Walking
16:35.0,96,96.5,0,693.71,Walking
16:35.2,96,96.5,0,693.71,Walking
16:35.3,96,96.4,0,696.52,Walking
16:35.4,96,96.4,0,696.52,Walking
16:35.5,96,96.4,0,699.34,Walking
16:35.6,96,96.4,0,702.16,Walking
16:35.7,96,96.4,0,702.16,Walking
16:35.8,97,96.4,0,702.16,Walking
16:36.0,97,96.4,0,705.0,Walking
16:36.2,97,96.4,0,705.0,Walking
16:36.4,98,96.4,0,707.85,Walking
16:36.5,98,96.4,0,707.85,Walking
16:36.6,98,96.4,0,707.85,Walking
16:36.7,98,96.4,0,707.85,Walking
16:37.0,98,96.4,0,713.57,Walking
16:37.1,98,96.4,0,713.57,Walking
16:37.3,98,96.4,0,713.57,Walking
16:37.4,98,96.4,0,716.44,Walking
16:37.6,99,96.4,0,716.44,Walking
16:37.7,99,96.4,0,716.44,Walking
16:37.9,99,96.4,0,716.44,Walking
16:38.0,100,96.4,0,719.33,Walking
16:38.1,100,96.4,0,719.33,Walking
16:38.3,100,96.4,0,719.33,Walking
16:38.4,100,96.4,0,719.33,Walking
16:38.4,100,96.4,0,719.33,Walking
16:38.6,100,96.5,0,719.33,Walking
16:38.7,100,96.5,0,722.22,Walking
16:38.9,100,96.5,0,722.22,Walking
16:39.0,101,96.5,0,722.22,Walking
16:39.1,101,96.5,0,719.33,Walking
16:39.3,101,96.5,0,719.33,Walking
16:39.3,101,96.5,0,719.33,Walking
16:39.5,101,96.5,0,722.22,Walking
16:39.6,101,96.5,0,722.22,Walking
16:39.7,101,96.5,0,722.22,Walking
16:39.9,101,96.5,0,719.33,Walking
16:40.0,102,96.5,0,719.33,Walking
16:40.1,102,96.5,0,716.44,Walking
16:40.3,102,96.5,0,707.85,Walking
16:40.3,102,96.5,0,707.85,Walking
16:40.5,102,96.5,0,696.52,Walking
16:40.6,103,96.5,0,690.91,Walking
16:40.7,103,96.5,0,690.91,Walking
16:40.9,103,96.5,0,682.57,Walking
16:41.0,103,96.4,0,679.8,Walking
16:41.1,103,96.4,0,679.8,Walking
16:41.3,103,96.4,0,679.8,Walking
16:41.3,103,96.4,0,679.8,Walking
16:41.8,104,96.3,0,682.57,Walking
16:41.9,104,96.3,0,685.34,Walking
16:42.0,104,96.3,0,688.12,Walking
16:42.1,104,96.3,0,688.12,Walking
16:42.3,104,96.3,0,690.91,Walking
16:56.4,109,96.2,0,658.02,Relax
16:56.5,109,96.2,0,655.34,Relax
16:56.6,110,96.2,0,652.67,Relax
16:56.7,110,96.2,0,650.0,Relax
16:56.9,110,96.2,0,650.0,Relax
16:57.0,110,96.2,0,650.0,Relax
16:57.1,110,96.2,0,652.67,Relax
16:57.2,110,96.2,0,652.67,Relax
16:57.3,110,96.2,0,650.0,Relax
16:57.5,110,96.2,0,658.02,Relax
16:57.7,110,96.2,0,658.02,Relax
16:57.8,109,96.2,0,660.71,Relax
16:57.9,109,96.2,0,663.41,Relax
16:58.0,109,96.2,0,666.12,Relax
16:58.1,109,96.2,0,666.12,Relax
16:58.3,109,96.2,0,668.84,Relax
16:58.3,109,96.2,0,668.84,Relax
16:58.5,109,96.2,0,671.57,Relax
16:58.7,109,96.2,0,674.3,Relax
16:58.9,109,96.2,0,674.3,Relax
16:59.0,109,96.2,0,674.3,Relax
16:59.1,109,96.2,0,677.05,Relax
16:59.3,109,96.2,0,679.8,Relax
16:59.4,109,96.2,0,679.8,Relax
16:59.6,109,96.2,0,682.57,Relax
16:59.7,109,96.2,0,682.57,Relax
16:59.8,109,96.2,0,682.57,Relax
16:59.9,109,96.2,0,685.34,Relax
17:00.0,109,96.2,0,685.34,Relax
17:00.1,109,96.2,0,688.12,Relax
17:00.3,109,96.2,0,688.12,Relax
17:00.5,109,96.2,0,688.12,Relax
17:00.6,109,96.2,0,690.91,Relax
17:00.8,108,96.2,0,690.91,Relax
17:00.9,108,96.2,0,693.71,Relax
17:01.0,108,96.2,0,696.52,Relax
17:01.1,108,96.2,0,696.52,Relax
17:01.2,108,96.2,0,696.52,Relax
17:01.3,108,96.2,0,693.71,Relax
17:01.5,108,96.2,0,699.34,Relax
17:01.7,108,96.2,0,696.52,Relax
17:01.8,109,96.2,0,696.52,Relax
17:01.9,109,96.2,0,699.34,Relax
17:02.0,109,96.2,0,699.34,Relax
17:02.1,109,96.2,0,699.34,Relax
17:02.2,109,96.2,0,702.16,Relax
17:02.3,109,96.2,0,702.16,Relax
17:02.7,109,96.2,0,705.0,Relax
17:02.8,109,96.3,0,705.0,Relax
17:02.9,109,96.3,0,705.0,Relax
17:03.0,109,96.3,0,707.85,Relax
17:03.1,109,96.3,0,707.85,Relax
17:03.2,109,96.3,0,707.85,Relax
17:03.4,109,96.3,0,710.7,Relax
17:03.5,109,96.3,0,710.7,Relax
17:03.6,109,96.3,0,713.57,Relax
17:03.8,109,96.3,0,713.57,Relax
17:03.9,109,96.3,0,713.57,Relax
17:04.0,109,96.3,0,713.57,Relax
17:04.1,108,96.3,0,713.57,Relax
17:04.2,108,96.3,0,713.57,Relax
17:04.5,108,96.3,0,716.44,Relax
17:04.5,108,96.3,0,716.44,Relax
17:04.7,108,96.3,0,719.33,Relax
17:04.8,108,96.3,0,719.33,Relax
17:05.0,108,96.3,0,719.33,Relax
17:05.2,108,96.3,0,722.22,Relax
17:05.3,108,96.3,0,722.22,Relax
17:05.5,108,96.3,0,722.22,Relax
17:05.5,108,96.3,0,722.22,Relax
17:05.7,108,96.3,0,725.13,Relax
17:05.8,108,96.3,0,725.13,Relax
17:05.8,108,96.3,0,725.13,Relax
17:06.0,108,96.3,0,725.13,Relax
17:06.2,108,96.3,0,725.13,Relax
17:06.4,108,96.3,0,728.04,Relax
17:06.5,108,96.3,0,728.04,Relax
17:06.6,108,96.3,0,728.04,Relax
17:06.8,108,96.3,0,728.04,Relax
17:06.8,108,96.3,0,728.04,Relax
17:07.0,108,96.3,0,728.04,Relax
17:07.1,107,96.3,0,730.96,Relax
17:07.2,107,96.3,0,730.96,Relax
17:07.4,107,96.3,0,733.9,Relax
17:07.5,107,96.3,0,730.96,Relax
17:07.6,107,96.3,0,733.9,Relax
17:07.8,107,96.3,0,733.9,Relax
17:08.3,107,96.3,0,739.8,Relax
17:08.4,107,96.3,0,739.8,Relax
17:08.5,107,96.3,0,736.84,Relax
17:08.6,107,96.3,0,739.8,Relax
17:08.8,107,96.3,0,739.8,Relax
17:09.0,107,96.3,0,745.73,Relax
17:09.2,107,96.3,0,745.73,Relax
17:09.3,107,96.3,0,745.73,Relax
17:09.4,107,96.3,0,745.73,Relax
17:09.5,107,96.3,0,745.73,Relax
17:09.6,107,96.3,0,745.73,Relax
17:09.7,107,96.3,0,745.73,Relax
17:09.8,107,96.3,0,745.73,Relax
17:10.0,107,96.3,0,745.73,Relax
17:10.2,107,96.3,0,736.84,Relax
17:10.3,107,96.3,0,730.96,Relax
17:10.4,107,96.3,0,728.04,Relax
17:10.5,107,96.3,0,722.22,Relax
17:10.6,108,96.3,0,719.33,Relax
17:10.8,108,96.3,0,716.44,Relax
17:11.0,108,96.3,0,713.57,Relax
17:11.2,108,96.3,0,710.7,Relax
17:11.3,108,96.3,0,710.7,Relax
17:11.4,108,96.3,0,710.7,Relax
17:11.5,108,96.3,0,710.7,Relax
17:11.8,108,96.3,0,716.44,Relax
17:12.0,108,96.3,0,719.33,Relax
17:12.0,108,96.3,0,719.33,Relax
17:12.1,108,96.3,0,719.33,Relax
17:12.2,108,96.5,0,719.33,Relax
17:12.4,108,96.5,0,722.22,Relax
17:12.5,108,96.5,0,725.13,Relax
17:12.7,108,96.5,0,728.04,Relax
17:13.0,108,96.5,0,730.96,Relax
17:13.0,108,96.5,0,730.96,Relax
17:13.2,108,96.5,0,730.96,Relax
17:13.3,108,96.5,0,730.96,Relax
17:13.4,108,96.5,0,730.96,Relax
17:13.5,108,96.5,0,733.9,Relax
17:13.7,108,96.5,0,736.84,Relax
17:13.9,108,96.5,0,739.8,Relax
17:14.0,108,96.5,0,736.84,Relax
17:14.1,68,96.5,0,736.84,Relax
17:14.3,68,96.5,0,739.8,Relax
17:14.4,68,96.5,0,739.8,Relax
17:14.5,68,96.5,0,739.8,Relax
17:14.7,68,96.5,0,739.8,Relax
17:14.8,68,96.5,0,742.76,Relax
17:14.9,68,96.5,0,742.76,Relax
17:15.0,68,96.5,0,742.76,Relax
17:15.1,68,96.5,0,742.76,Relax
17:15.3,68,96.5,0,742.76,Relax
17:15.5,68,96.5,0,739.8,Relax
17:15.7,68,96.5,0,733.9,Relax
17:15.8,70,96.5,0,730.96,Relax
17:15.9,70,96.5,0,728.04,Relax
17:16.0,70,96.5,0,722.22,Relax
17:16.1,70,96.5,0,719.33,Relax
17:16.3,70,96.5,0,713.57,Relax
17:16.5,70,96.5,0,710.7,Relax
17:16.7,70,96.5,0,705.0,Relax
17:16.8,70,96.5,0,707.85,Relax
17:16.9,70,96.5,0,707.85,Relax
17:17.1,70,96.5,0,707.85,Relax
17:17.3,70,96.5,0,710.7,Relax
17:17.5,70,96.5,0,713.57,Relax
17:17.7,70,96.5,0,716.44,Relax
17:17.9,70,96.5,0,719.33,Relax
17:18.0,70,96.5,0,719.33,Relax
17:18.1,70,96.5,0,722.22,Relax
17:18.2,70,96.5,0,722.22,Relax
17:18.3,70,96.5,0,728.04,Relax
17:18.5,70,96.5,0,728.04,Relax
17:18.6,70,96.5,0,728.04,Relax
17:18.7,70,96.5,0,728.04,Relax
17:18.8,70,96.5,0,728.04,Relax
17:18.9,70,96.5,0,730.96,Relax
17:19.0,70,96.5,0,730.96,Relax
17:19.2,70,96.5,0,733.9,Relax
17:19.3,111,96.5,0,736.84,Relax
17:19.5,111,96.5,0,736.84,Relax
17:19.5,111,96.5,0,736.84,Relax
17:19.7,111,96.5,0,736.84,Relax
17:19.8,111,96.5,0,739.8,Relax
17:19.9,104,96.5,0,739.8,Relax
17:20.0,104,96.5,0,739.8,Relax
17:20.2,104,96.5,0,739.8,Relax
17:20.5,104,96.5,0,742.76,Relax
17:20.5,95,96.5,0,742.76,Relax
17:20.7,95,96.5,0,748.72,Relax
17:20.8,95,96.5,0,745.73,Relax
17:20.9,95,96.5,0,745.73,Relax
17:21.0,95,96.5,0,745.73,Relax
17:21.3,91,96.5,0,748.72,Relax
17:21.4,91,96.5,0,748.72,Relax
17:21.5,91,96.5,0,748.72,Relax
17:21.7,91,96.5,0,751.71,Relax
17:21.8,91,96.5,0,751.71,Relax
17:21.9,91,96.5,0,751.71,Relax
17:22.0,91,96.5,0,751.71,Relax
17:22.1,88,96.5,0,751.71,Relax
17:22.2,88,96.5,0,754.72,Relax
17:22.3,88,96.5,0,754.72,Relax
17:22.4,88,96.5,0,757.73,Relax
17:22.5,88,96.5,0,754.72,Relax
17:22.6,88,96.5,0,757.73,Relax
17:22.8,88,96.5,0,757.73,Relax
17:22.8,85,96.5,0,757.73,Relax
17:23.0,85,96.5,0,757.73,Relax
17:23.2,85,96.5,0,760.76,Relax
17:23.3,85,96.5,0,763.79,Relax
17:23.4,85,96.5,0,763.79,Relax
17:23.5,85,96.5,0,763.79,Relax
17:23.6,83,96.4,0,760.76,Relax
17:23.8,83,96.4,0,763.79,Relax
17:24.0,83,96.4,0,766.84,Relax
17:24.2,83,96.4,0,766.84,Relax
17:24.3,83,96.4,0,766.84,Relax
17:24.4,83,96.4,0,766.84,Relax
17:24.5,83,96.4,0,766.84,Relax
17:24.6,83,96.4,0,766.84,Relax
17:24.8,83,96.4,0,769.9,Relax
17:25.0,83,96.4,0,769.9,Relax
17:25.0,83,96.4,0,769.9,Relax
17:25.1,82,96.4,0,769.9,Relax
17:25.2,82,96.4,0,769.9,Relax
17:25.3,82,96.4,0,769.9,Relax
17:25.5,82,96.4,0,769.9,Relax
17:25.6,82,96.4,0,769.9,Relax
17:25.7,82,96.4,0,769.9,Relax
17:25.8,82,96.4,0,772.96,Relax
17:26.0,82,96.4,0,772.96,Relax
17:26.2,82,96.4,0,776.04,Relax
17:26.3,82,96.4,0,772.96,Relax
17:26.4,82,96.4,0,772.96,Relax
17:26.6,83,96.4,0,772.96,Relax
17:26.8,83,96.4,0,772.96,Relax
17:27.0,83,96.4,0,776.04,Relax
17:27.1,86,96.4,0,772.96,Relax
17:27.2,86,96.4,0,769.9,Relax
17:27.3,86,96.4,0,772.96,Relax
17:27.4,86,96.4,0,769.9,Relax
17:27.5,86,96.4,0,769.9,Relax
17:27.6,88,96.4,0,769.9,Relax
17:27.8,88,96.4,0,772.96,Relax
17:28.0,88,96.4,0,769.9,Relax
17:28.1,88,96.4,0,776.04,Relax
17:28.1,88,96.4,0,776.04,Relax
17:28.2,89,96.4,0,769.9,Relax
17:28.4,89,96.4,0,769.9,Relax
17:28.5,89,96.4,0,769.9,Relax
17:28.7,89,96.4,0,769.9,Relax
17:28.8,89,96.4,0,772.96,Relax
17:29.0,89,96.4,0,769.9,Relax
17:29.1,89,96.4,0,769.9,Relax
17:29.2,89,96.4,0,772.96,Relax
17:29.3,89,96.4,0,772.96,Relax
17:29.4,89,96.4,0,772.96,Relax
17:29.5,89,96.4,0,769.9,Relax
17:29.8,89,96.4,0,766.84,Relax
17:29.9,89,96.4,0,763.79,Relax
17:30.0,83,96.4,0,757.73,Relax
17:30.1,83,96.4,0,751.71,Relax
17:30.3,83,96.4,0,742.76,Relax
17:30.4,83,96.4,0,739.8,Relax
17:30.5,83,96.4,0,736.84,Relax
17:30.6,83,96.4,0,733.9,Relax
17:30.7,83,96.4,0,733.9,Relax
17:30.8,83,96.4,0,730.96,Relax
17:30.9,83,96.4,0,730.96,Relax
17:31.0,83,96.4,0,730.96,Relax
17:31.2,83,96.4,0,733.9,Relax
17:31.3,83,96.4,0,730.96,Relax
17:31.4,83,96.4,0,733.9,Relax
17:31.5,83,96.4,0,733.9,Relax
17:31.7,83,96.4,0,736.84,Relax
17:31.8,83,96.4,0,739.8,Relax
17:31.9,83,96.4,0,739.8,Relax
17:32.0,83,96.4,0,742.76,Relax
17:32.1,83,96.4,0,742.76,Relax
17:32.3,83,96.4,0,745.73,Relax
17:32.5,83,96.4,0,748.72,Relax
17:32.7,83,96.4,0,751.71,Relax
17:32.8,88,96.4,0,751.71,Relax
17:32.9,88,96.4,0,751.71,Relax
17:33.0,88,96.4,0,751.71,Relax
17:33.1,88,96.4,0,751.71,Relax
17:33.3,88,96.4,0,754.72,Relax
17:33.4,88,96.4,0,754.72,Relax
17:33.5,91,96.4,0,754.72,Relax
17:33.7,91,96.4,0,757.73,Relax
17:33.8,91,96.4,0,757.73,Relax
17:33.9,91,96.4,0,760.76,Relax
17:34.0,95,96.4,0,760.76,Relax
17:34.1,95,96.4,0,763.79,Relax
17:34.3,95,96.4,0,760.76,Relax
17:34.5,95,96.4,0,763.79,Relax
17:34.6,98,96.4,0,763.79,Relax
17:34.7,98,96.4,0,763.79,Relax
17:34.8,98,96.4,0,763.79,Relax
17:34.9,98,96.4,0,763.79,Relax
17:35.0,98,96.4,0,766.84,Relax
17:35.1,100,96.4,0,766.84,Relax
17:35.3,100,96.4,0,766.84,Relax
17:35.5,100,96.4,0,766.84,Relax
17:35.6,103,96.4,0,769.9,Relax
17:35.7,103,96.4,0,769.9,Relax
17:35.8,103,96.4,0,769.9,Relax
17:35.9,103,96.4,0,772.96,Relax
17:36.0,103,96.4,0,769.9,Relax
17:36.3,104,96.4,0,772.96,Relax
17:36.5,104,96.4,0,769.9,Relax
17:36.6,104,96.4,0,769.9,Relax
17:36.7,104,96.4,0,772.96,Relax
17:36.8,103,96.4,0,769.9,Relax
17:36.9,103,96.4,0,769.9,Relax
17:37.0,103,96.4,0,769.9,Relax
17:37.3,103,96.4,0,769.9,Relax
17:37.5,103,96.4,0,769.9,Relax
17:37.6,103,96.4,0,769.9,Relax
17:37.8,103,96.4,0,769.9,Relax
17:37.9,103,96.4,0,769.9,Relax
17:38.0,103,96.4,0,769.9,Relax
17:38.1,102,96.4,0,769.9,Relax
17:38.3,102,96.4,0,769.9,Relax
17:38.5,102,96.4,0,769.9,Relax
17:38.6,103,96.4,0,769.9,Relax
17:38.7,103,96.4,0,769.9,Relax
17:38.8,103,96.4,0,769.9,Relax
17:38.9,103,96.4,0,769.9,Relax
17:39.0,103,96.4,0,772.96,Relax
17:39.1,104,96.4,0,769.9,Relax
17:39.3,104,96.4,0,769.9,Relax
17:39.5,104,96.4,0,772.96,Relax
17:39.5,105,96.4,0,772.96,Relax
17:39.7,105,96.4,0,769.9,Relax
17:39.8,105,96.4,0,772.96,Relax
17:40.0,105,96.4,0,769.9,Relax
17:40.2,105,96.4,0,769.9,Relax
17:40.3,103,96.4,0,769.9,Relax
17:40.4,103,96.4,0,769.9,Relax
17:40.5,103,96.4,0,769.9,Relax
17:40.6,103,96.4,0,769.9,Relax
17:40.8,103,96.4,0,769.9,Relax
17:41.0,103,96.4,0,769.9,Relax
17:41.2,105,96.4,0,769.9,Relax
17:41.2,105,96.4,0,769.9,Relax
17:41.3,105,96.4,0,769.9,Relax
17:41.4,105,96.4,0,769.9,Relax
17:41.5,105,96.4,0,769.9,Relax
17:41.6,105,96.4,0,769.9,Relax
17:41.8,105,96.4,0,769.9,Relax
17:41.9,105,96.4,0,776.04,Relax
17:42.1,105,96.4,0,772.96,Relax
17:42.2,105,96.4,0,772.96,Relax
17:42.3,105,96.4,0,772.96,Relax
17:42.4,105,96.4,0,772.96,Relax
17:42.5,105,96.4,0,772.96,Relax
17:42.6,105,96.4,0,772.96,Relax
17:42.8,105,96.4,0,772.96,Relax
17:43.0,105,96.4,0,769.9,Relax
17:43.2,105,96.4,0,769.9,Relax
17:43.3,105,96.4,0,769.9,Relax
17:43.4,105,96.4,0,769.9,Relax
17:43.6,105,96.4,0,769.9,Relax
17:43.8,105,96.4,0,769.9,Relax
17:44.0,105,96.4,0,769.9,Relax
17:44.1,105,96.4,0,769.9,Relax
17:44.2,105,96.4,0,769.9,Relax
17:44.3,105,96.4,0,769.9,Relax
17:44.4,96,96.4,0,769.9,Relax
17:44.5,96,96.4,0,769.9,Relax
17:44.7,96,96.4,0,769.9,Relax
17:44.8,96,96.4,0,769.9,Relax
17:45.0,96,96.4,0,772.96,Relax
17:45.1,96,96.4,0,772.96,Relax
17:45.2,96,96.4,0,769.9,Relax
17:45.3,96,96.4,0,769.9,Relax
17:45.4,96,96.4,0,769.9,Relax
17:45.5,96,96.4,0,769.9,Relax
17:45.7,96,96.4,0,769.9,Relax
17:45.8,107,96.4,0,772.96,Relax
17:46.0,107,96.4,0,769.9,Relax
17:46.1,107,96.4,0,769.9,Relax
17:46.2,107,96.4,0,769.9,Relax
17:46.3,107,96.4,0,769.9,Relax
17:46.4,109,96.4,0,772.96,Relax
17:46.5,109,96.4,0,769.9,Relax
17:46.7,109,96.4,0,769.9,Relax
17:46.9,109,96.4,0,769.9,Relax
17:47.0,105,96.4,0,772.96,Relax
17:47.1,105,96.4,0,769.9,Relax
17:47.3,105,96.4,0,769.9,Relax
17:47.4,105,96.4,0,769.9,Relax
17:47.7,105,96.4,0,772.96,Relax
17:47.8,105,96.4,0,769.9,Relax
17:47.9,105,96.4,0,769.9,Relax
17:48.0,105,96.4,0,769.9,Relax
17:48.1,105,96.4,0,769.9,Relax
17:48.3,105,96.4,0,769.9,Relax
17:48.5,105,96.4,0,772.96,Relax
17:48.7,105,96.4,0,772.96,Relax
17:48.8,105,96.4,0,772.96,Relax
17:48.9,105,96.4,0,772.96,Relax
17:49.0,105,96.4,0,772.96,Relax
17:49.1,105,96.4,0,769.9,Relax
17:49.3,105,96.4,0,769.9,Relax
17:49.5,105,96.4,0,769.9,Relax
17:49.7,105,96.4,0,769.9,Relax
18:12.2,82,96.4,1,772.96,Anxiety
18:12.3,77,96.4,1,772.96,Anxiety
18:12.5,77,96.4,1,772.96,Anxiety
18:12.6,77,96.4,1,776.04,Anxiety
18:12.7,77,96.4,1,772.96,Anxiety
18:12.8,77,96.4,1,776.04,Anxiety
18:13.0,77,96.4,1,757.73,Anxiety
18:13.2,77,96.4,1,742.76,Anxiety
18:13.3,76,96.4,1,733.9,Anxiety
18:13.4,76,96.4,1,722.22,Anxiety
18:13.6,76,96.4,1,702.16,Anxiety
18:13.7,76,96.4,1,690.91,Anxiety
18:13.8,76,96.4,1,685.34,Anxiety
18:14.0,76,96.4,1,677.05,Anxiety
18:14.1,76,96.4,1,674.3,Anxiety
18:14.2,76,96.4,1,674.3,Anxiety
18:14.3,76,96.4,1,674.3,Anxiety
18:14.4,76,96.4,1,674.3,Anxiety
18:14.6,76,96.4,1,677.05,Anxiety
18:14.6,78,96.4,1,677.05,Anxiety
18:14.8,78,96.4,1,677.05,Anxiety
18:15.0,78,96.4,1,674.3,Anxiety
18:15.1,78,96.4,1,671.57,Anxiety
18:15.2,78,96.4,1,671.57,Anxiety
18:15.3,78,96.4,1,671.57,Anxiety
18:15.4,78,96.4,1,671.57,Anxiety
18:15.6,78,96.4,1,668.84,Anxiety
18:15.6,78,96.4,1,668.84,Anxiety
18:15.8,78,96.4,1,666.12,Anxiety
18:16.0,78,96.4,1,668.84,Anxiety
18:16.1,77,96.4,1,668.84,Anxiety
18:16.2,77,96.4,1,671.57,Anxiety
18:16.3,77,96.4,1,674.3,Anxiety
18:16.4,77,96.4,1,677.05,Anxiety
18:16.6,77,96.4,1,682.57,Anxiety
18:16.8,77,96.4,1,685.34,Anxiety
18:16.9,76,96.4,1,685.34,Anxiety
18:17.0,76,96.4,1,688.12,Anxiety
18:17.1,76,96.4,1,690.91,Anxiety
18:17.2,76,96.4,1,690.91,Anxiety
18:17.3,76,96.4,1,693.71,Anxiety
18:17.4,76,96.4,1,693.71,Anxiety
18:17.5,76,96.4,1,696.52,Anxiety
18:17.6,76,96.3,1,696.52,Anxiety
18:17.8,76,96.3,1,699.34,Anxiety
18:18.0,76,96.3,1,702.16,Anxiety
18:18.1,76,96.3,1,705.0,Anxiety
18:18.2,76,96.3,1,705.0,Anxiety
18:18.3,75,96.3,1,707.85,Anxiety
18:18.4,75,96.2,1,707.85,Anxiety
18:18.5,75,96.2,1,707.85,Anxiety
18:18.7,75,96.2,1,702.16,Anxiety
18:18.9,74,96.0,1,696.52,Anxiety
18:19.0,74,96.0,1,688.12,Anxiety
18:19.1,74,96.0,1,682.57,Anxiety
18:19.2,74,96.0,1,677.05,Anxiety
18:19.3,74,96.0,1,668.84,Anxiety
18:19.4,74,96.0,1,666.12,Anxiety
18:19.5,74,96.0,1,666.12,Anxiety
18:19.6,76,96.0,1,663.41,Anxiety
18:19.8,76,96.0,1,663.41,Anxiety
18:19.9,76,96.0,1,666.12,Anxiety
18:20.0,76,96.0,1,666.12,Anxiety
18:20.1,76,96.0,1,668.84,Anxiety
18:20.2,76,96.0,1,668.84,Anxiety
18:20.4,76,95.9,1,674.3,Anxiety
18:20.5,76,95.9,1,674.3,Anxiety
18:20.8,76,95.9,1,685.34,Anxiety
18:20.8,76,95.9,1,685.34,Anxiety
18:21.0,76,95.9,1,688.12,Anxiety
18:21.0,77,95.9,1,688.12,Anxiety
18:21.2,77,95.9,1,690.91,Anxiety
18:21.3,77,95.9,1,693.71,Anxiety
18:21.5,77,95.9,1,696.52,Anxiety
18:21.6,76,95.9,1,702.16,Anxiety
18:21.7,76,95.9,1,702.16,Anxiety
18:21.8,76,95.9,1,705.0,Anxiety
18:22.0,76,95.9,1,707.85,Anxiety
