Datetime, ECGRaw , AvgECG , ampECG , MAX , GSRRaw , Resistance , GSR(kohm) , SCL , GSRRMS , GSRMAV , EMGRaw , EMGRMS , EMGMAV , EMGVAR , EMGSSI , IEMG , AccX , AccY, AccZ , GyroX , GyroY , GyroZ , Aroll , Apitch , Groll , Gpitch, Gyaw , Combroll , Combpitch,Features,
22:53.1,512,509,763.5,784,447,1.29,776.04,2.18,57.36,447,734,20724.17,729,429491104,62281,2939,1.02,-0.04,0,-1.96,1.11,-1.08,-2.58,-86.42,-122.17,-92.43,-33.22,-117.39,-92.19,Motivate,
22:53.2,545,509,763.5,784,447,1.29,776.04,2.18,57.36,447,736,20724.17,729,429491104,79689,3675,1.02,-0.04,0,-1.79,1.2,-1.31,-2.59,-86.4,-122.29,-92.51,-33.28,-117.51,-92.26,Motivate,
22:53.3,494,509,763.5,784,447,1.29,776.04,2.18,57.36,447,724,20724.17,729,429491104,79577,4399,1.02,-0.03,0,-1.9,1.13,-1.3,-2.54,-86.46,-122.43,-92.6,-33.33,-117.64,-92.35,Motivate,
22:53.4,490,509,763.5,784,447,1.29,776.04,2.18,57.36,447,726,20724.17,729,429491104,82365,5125,1.02,-0.04,-0.01,-1.88,0.56,-1.17,-2.63,-86.31,-122.56,-92.74,-33.37,-117.77,-92.48,Motivate,
22:53.5,505,509,763.5,784,448,1.28,779.13,2.19,57.36,447,730,20724.17,729,429491104,90977,5855,1.01,-0.03,0,-2.04,1.74,-1.24,-2.35,-86.64,-122.72,-92.77,-33.41,-117.9,-92.52,Motivate,
22:53.6,561,510,765,784,448,1.28,779.13,2.19,57.36,447,727,20724.17,729,429491104,95218,6582,1.02,-0.03,0.01,-1.93,-0.02,-1.15,-2.48,-86.46,-122.86,-92.97,-33.45,-118.04,-92.71,Motivate,
22:53.7,488,509,763.5,784,447,1.29,776.04,2.18,58.14,447,742,110.22,732,12148,0,0,1.02,-0.04,0,-2.01,1.62,-1.2,-2.86,-86.13,-123,-93.01,-33.49,-118.19,-92.74,Motivate,
22:53.8,496,509,763.5,784,447,1.29,776.04,2.18,58.14,447,745,110.22,732,12148,30737,745,1.01,-0.03,0.01,-2.06,0.85,-1.08,-2.43,-86.52,-123.15,-93.13,-33.52,-118.32,-92.87,Motivate,
22:53.9,493,509,763.5,784,447,1.29,776.04,2.18,58.14,447,728,110.22,732,12148,36433,1473,1.02,-0.04,0.01,-2.11,0.71,-1.18,-2.58,-86.37,-123.31,-93.26,-33.56,-118.48,-92.98,Motivate,
22:54.0,493,509,763.5,784,447,1.29,776.04,2.18,58.14,447,730,110.22,732,12148,45045,2203,1.02,-0.04,0.01,-1.85,0.95,-1.11,-2.72,-86.25,-123.44,-93.37,-33.59,-118.61,-93.08,Motivate,
22:54.1,513,509,763.5,784,447,1.29,776.04,2.18,58.14,447,729,110.22,732,12148,52198,2932,1.02,-0.04,0,-1.8,0.79,-1.27,-2.96,-86.03,-123.56,-93.49,-33.64,-118.74,-93.19,Motivate,
22:54.2,834,512,768,834,447,1.29,776.04,2.18,58.14,447,701,110.22,732,12148,84847,3633,1.02,-0.03,0,-1.89,0.95,-1.33,-2.42,-86.56,-123.7,-93.59,-33.69,-118.85,-93.31,Motivate,
22:54.3,493,512,768,834,447,1.29,776.04,2.18,58.14,447,728,110.22,732,12148,90543,4361,1.02,-0.04,0,-2.15,1.12,-1.16,-2.79,-86.21,-123.86,-93.68,-33.73,-119.02,-93.38,Motivate,
22:54.4,532,513,769.5,834,448,1.28,779.13,2.19,58.14,447,728,110.22,732,12148,96239,5089,1.02,-0.04,0.01,-1.81,0.69,-1.4,-2.74,-86.21,-123.98,-93.81,-33.79,-119.13,-93.51,Motivate,
22:54.5,500,513,769.5,834,447,1.29,776.04,2.18,58.14,447,724,110.22,732,12148,96127,5813,1.01,-0.03,0,-1.88,0.82,-1.09,-2.44,-86.55,-124.12,-93.93,-33.82,-119.25,-93.64,Motivate,
22:54.6,495,512,768,834,447,1.29,776.04,2.18,58.14,447,731,110.22,732,12148,106200,6544,1.02,-0.03,0,-1.94,0.95,-1.24,-2.55,-86.45,-124.26,-94.04,-33.87,-119.39,-93.74,Motivate,
22:54.7,495,510,765,834,448,1.28,779.13,2.19,58.14,447,725,103.7,726,10752,0,0,1.02,-0.04,0,-1.89,0.69,-1.18,-2.59,-86.4,-124.39,-94.17,-33.91,-119.52,-93.86,Motivate,
22:54.8,505,510,765,834,447,1.29,776.04,2.18,58.14,447,727,103.7,726,10752,4241,727,1.01,-0.03,0,-1.96,0.59,-1.18,-2.5,-86.5,-124.53,-94.31,-33.95,-119.65,-94,Motivate,
22:54.9,529,510,765,834,447,1.29,776.04,2.18,58.14,447,727,103.7,726,10752,8482,1454,1.02,-0.04,-0.01,-1.95,0.96,-1.19,-2.65,-86.33,-124.67,-94.42,-33.99,-119.79,-94.09,Motivate,
22:55.0,495,510,765,834,447,1.29,776.04,2.18,58.14,447,734,103.7,726,10752,22950,2188,1.02,-0.04,0.01,-1.76,0.89,-1.12,-2.72,-86.25,-124.79,-94.53,-34.02,-119.91,-94.2,Motivate,
22:55.1,496,510,765,834,447,1.29,776.04,2.18,58.14,447,732,103.7,726,10752,34486,2920,1.02,-0.04,-0.01,-1.8,0.75,-1.15,-2.6,-86.36,-124.92,-94.65,-34.06,-120.02,-94.32,Motivate,
22:55.2,520,510,765,834,447,1.29,776.04,2.18,58.14,447,723,103.7,726,10752,32927,3643,1.01,-0.04,-0.01,-2.05,0.87,-1.22,-2.72,-86.24,-125.07,-94.77,-34.1,-120.17,-94.43,Motivate,
22:55.3,548,511,766.5,834,447,1.29,776.04,2.18,58.14,447,730,103.7,726,10752,41539,4373,1.01,-0.04,-0.01,-1.92,0.94,-0.92,-2.66,-86.28,-125.2,-94.87,-34.12,-120.3,-94.53,Motivate,
22:55.4,511,508,762,834,447,1.29,776.04,2.18,58.14,447,723,103.7,726,10752,39980,5096,1.02,-0.04,0,-1.99,0.98,-1.19,-2.81,-86.19,-125.35,-94.98,-34.16,-120.45,-94.63,Motivate,
22:55.5,506,508,762,834,447,1.29,776.04,2.18,58.14,447,731,103.7,726,10752,50053,5827,1.02,-0.04,-0.01,-1.82,0.64,-1.01,-2.59,-86.26,-125.48,-95.11,-34.18,-120.56,-94.76,Motivate,
22:55.6,508,508,762,834,447,1.29,776.04,2.18,58.14,447,754,103.7,726,10752,28745,6581,1.02,-0.03,0,-1.99,1.31,-1.12,-2.42,-86.58,-125.62,-95.18,-34.21,-120.69,-94.84,Motivate,
22:55.7,503,508,762,834,447,1.29,776.04,2.18,56.58,447,739,71.11,732,5056,0,0,1.02,-0.04,0,-1.98,1.18,-1.1,-2.78,-86.21,-125.76,-95.27,-34.24,-120.84,-94.9,Motivate,
22:55.8,482,507,760.5,834,447,1.29,776.04,2.18,56.58,447,744,71.11,732,5056,29248,744,1.01,-0.04,0,-1.87,1.06,-1.02,-2.69,-86.31,-125.89,-95.36,-34.27,-120.96,-95,Motivate,
22:55.9,481,507,760.5,834,448,1.28,779.13,2.19,56.58,447,735,71.11,732,5056,45185,1479,1.03,-0.04,0,-2.04,1.18,-1.11,-2.57,-86.42,-126.04,-95.44,-34.3,-121.1,-95.08,Motivate,
22:56.0,489,507,760.5,834,447,1.29,776.04,2.18,56.58,447,729,71.11,732,5056,52338,2208,1.02,-0.04,0,-1.94,1.09,-1.01,-2.8,-86.19,-126.18,-95.54,-34.32,-121.25,-95.16,Motivate,
22:56.1,552,507,760.5,834,447,1.29,776.04,2.18,56.58,447,740,71.11,732,5056,75650,2948,1.02,-0.04,0,-1.9,1.12,-1.09,-3.02,-85.98,-126.32,-95.62,-34.35,-121.38,-95.24,Motivate,
22:56.2,480,507,760.5,834,447,1.29,776.04,2.18,56.58,447,732,71.11,732,5056,87186,3680,1.02,-0.03,0.01,-1.93,1.35,-0.99,-2.34,-86.57,-126.45,-95.69,-34.37,-121.49,-95.32,Motivate,
22:56.3,498,507,760.5,834,447,1.29,776.04,2.18,56.58,447,722,71.11,732,5056,84182,4402,1.02,-0.04,0.01,-1.99,0.45,-1.09,-2.73,-86.15,-126.6,-95.84,-34.4,-121.64,-95.46,Motivate,
22:56.4,495,507,760.5,834,447,1.29,776.04,2.18,56.58,447,727,71.11,732,5056,88423,5129,1.02,-0.04,0,-2.07,1.53,-1.16,-2.82,-86.17,-126.75,-95.89,-34.44,-121.79,-95.5,Motivate,
22:56.5,496,507,760.5,834,447,1.29,776.04,2.18,56.58,447,704,71.11,732,5056,59751,5833,1.02,-0.04,0,-2,0.92,-1.18,-2.83,-86.17,-126.89,-96,-34.48,-121.93,-95.61,Motivate,
22:56.6,481,507,760.5,834,447,1.29,776.04,2.18,56.58,447,726,71.11,732,5056,62539,6559,1.02,-0.03,0,-1.92,0.34,-1.24,-2.47,-86.52,-127.03,-96.17,-34.52,-122.05,-95.78,Motivate,
22:56.7,468,506,759,834,447,1.29,776.04,2.18,57.36,447,700,96.84,725,9377,0,0,1.02,-0.04,0.01,-2.01,1.55,-1.18,-2.78,-86.12,-127.17,-96.21,-34.56,-122.2,-95.81,Motivate,
22:56.8,505,505,757.5,834,447,1.29,776.04,2.18,57.36,447,720,96.84,725,9377,4294961408,720,1.02,-0.04,0,-1.86,0.43,-1.24,-2.6,-86.4,-127.31,-96.37,-34.61,-122.32,-95.97,Motivate,
22:56.9,552,506,759,834,447,1.29,776.04,2.18,57.36,447,724,96.84,725,9377,4294961296,1444,1.02,-0.03,0,-1.98,1.26,-1.07,-2.51,-86.47,-127.45,-96.45,-34.64,-122.45,-96.05,Motivate,
22:57.0,491,506,759,834,447,1.29,776.04,2.18,57.36,447,724,96.84,725,9377,4294961184,2168,1.02,-0.04,-0.01,-2.05,0.92,-1.27,-2.7,-86.25,-127.6,-96.56,-34.68,-122.61,-96.14,Motivate,
22:57.1,496,506,759,834,448,1.28,779.13,2.19,57.36,447,730,96.84,725,9377,2500,2898,1.02,-0.04,0,-2,1.34,-1.06,-2.81,-86.19,-127.75,-96.62,-34.71,-122.75,-96.21,Motivate,
22:57.2,493,506,759,834,447,1.29,776.04,2.18,57.36,447,735,96.84,725,9377,18437,3633,1.02,-0.04,0,-1.79,0.66,-1.25,-2.63,-86.37,-127.87,-96.76,-34.76,-122.86,-96.34,Motivate,
22:57.3,526,506,759,834,447,1.29,776.04,2.18,57.36,447,718,96.84,725,9377,9673,4351,1.02,-0.04,0,-2.07,1.02,-1.31,-2.64,-86.36,-128.02,-96.86,-34.81,-123.01,-96.44,Motivate,
22:57.4,660,508,762,834,447,1.29,776.04,2.18,57.36,447,723,96.84,725,9377,8114,5074,1.02,-0.04,0.01,-1.91,0.85,-1.05,-2.84,-86.11,-128.16,-96.97,-34.83,-123.14,-96.54,Motivate,
22:57.5,498,508,762,834,447,1.29,776.04,2.18,57.36,447,710,96.84,725,9377,4294955222,5784,1.02,-0.03,-0.01,-1.92,1.08,-1.02,-2.3,-86.56,-128.29,-97.06,-34.86,-123.26,-96.64,Motivate,
22:57.6,522,508,762,834,447,1.29,776.04,2.18,57.36,447,726,96.84,725,9377,4294958010,6510,1.01,-0.03,0,-1.95,0.76,-1.17,-2.55,-86.44,-128.44,-97.19,-34.9,-123.4,-96.76,Motivate,
22:57.7,504,508,762,834,447,1.29,776.04,2.18,57.36,447,738,33.27,724,1106,0,0,1.01,-0.03,-0.01,-2.08,0.92,-1.11,-2.55,-86.41,-128.59,-97.3,-34.93,-123.55,-96.86,Motivate,
22:57.8,501,508,762,834,448,1.28,779.13,2.19,57.36,447,727,33.27,724,1106,4241,727,1.02,-0.04,0,-1.94,1.19,-0.96,-2.63,-86.36,-128.73,-97.38,-34.95,-123.68,-96.94,Motivate,
22:57.9,496,508,762,834,447,1.29,776.04,2.18,57.36,447,724,33.27,724,1106,4129,1451,1.02,-0.04,0,-1.85,0.88,-1.33,-2.76,-86.24,-128.86,-97.49,-35,-123.81,-97.04,Motivate,
22:58.0,543,508,762,834,447,1.29,776.04,2.18,57.36,447,729,33.27,724,1106,11282,2180,1.01,-0.04,0,-1.85,0.82,-1.21,-2.75,-86.24,-128.99,-97.61,-35.04,-123.94,-97.16,Motivate,
22:58.1,507,508,762,834,447,1.29,776.04,2.18,57.36,447,774,33.27,724,1106,20534,2954,1.02,-0.04,0,-1.95,1.05,-1.27,-2.65,-86.35,-129.12,-97.71,-35.09,-124.07,-97.25,Motivate,
22:58.2,484,508,762,834,447,1.29,776.04,2.18,57.36,447,742,33.27,724,1106,46810,3696,1.01,-0.03,0,-2.1,1.06,-1.05,-2.53,-86.46,-129.28,-97.8,-35.12,-124.21,-97.35,Motivate,
22:58.3,518,508,762,834,447,1.29,776.04,2.18,57.36,447,738,33.27,724,1106,67166,4434,1.02,-0.03,0.01,-1.91,0.92,-1.23,-2.22,-86.72,-129.42,-97.91,-35.16,-124.33,-97.46,Motivate,
22:58.4,517,508,762,834,447,1.29,776.04,2.18,57.36,447,733,33.27,724,1106,80167,5167,1.02,-0.04,-0.01,-2,0.99,-1.15,-2.68,-86.23,-129.56,-98.01,-35.2,-124.49,-97.54,Motivate,
22:58.5,500,508,762,834,448,1.28,779.13,2.19,57.36,447,721,33.27,724,1106,75720,5888,1.02,-0.04,0,-1.85,0.88,-1.19,-2.7,-86.3,-129.69,-98.12,-35.24,-124.61,-97.65,Motivate,
22:58.6,496,508,762,834,447,1.29,776.04,2.18,57.36,447,725,33.27,724,1106,77057,6613,1.02,-0.04,-0.01,-2.03,1.02,-1.18,-2.78,-86.15,-129.84,-98.22,-35.27,-124.76,-97.74,Motivate,
22:58.7,485,508,762,834,448,1.28,779.13,2.19,58.9,447,705,70.56,731,4978,0,0,1.02,-0.03,0.01,-2.04,1.04,-1.02,-2.44,-86.51,-129.99,-98.32,-35.3,-124.88,-97.84,Motivate,
22:58.8,462,507,760.5,834,447,1.29,776.04,2.18,58.9,447,707,70.56,731,4978,4294942857,707,1.01,-0.03,-0.01,-1.89,1.27,-1.13,-2.48,-86.49,-130.12,-98.39,-35.33,-125.01,-97.91,Motivate,
22:58.9,491,507,760.5,834,447,1.29,776.04,2.18,58.9,447,723,70.56,731,4978,4294941298,1430,1.02,-0.04,0,-1.98,1.04,-1.21,-2.88,-86.12,-130.26,-98.49,-35.37,-125.17,-97.99,Motivate,
22:59.0,529,508,762,834,448,1.28,779.13,2.19,58.9,447,719,70.56,731,4978,4294933971,2149,1.02,-0.04,0,-2.02,1.01,-1.05,-2.69,-86.31,-130.41,-98.59,-35.4,-125.31,-98.1,Motivate,
22:59.1,493,508,762,834,447,1.29,776.04,2.18,58.9,447,704,70.56,731,4978,4294905299,2853,1.02,-0.04,0,-2.04,1.24,-1.08,-2.7,-86.29,-130.56,-98.67,-35.43,-125.45,-98.17,Motivate,
22:59.2,506,507,760.5,834,447,1.29,776.04,2.18,58.9,447,719,70.56,731,4978,4294897972,3572,1.02,-0.04,0,-1.85,1.15,-1.34,-2.74,-86.24,-130.69,-98.75,-35.49,-125.58,-98.25,Motivate,
22:59.3,492,507,760.5,834,447,1.29,776.04,2.18,58.9,447,713,70.56,731,4978,4294882053,4285,1.02,-0.03,0,-1.89,0.94,-1.05,-2.39,-86.61,-130.83,-98.86,-35.51,-125.69,-98.37,Motivate,
22:59.4,530,508,762,834,448,1.28,779.13,2.19,58.9,447,701,70.56,731,4978,4294914702,4986,1.02,-0.04,0.01,-1.79,0.91,-1.21,-2.74,-86.11,-130.95,-98.97,-35.55,-125.83,-98.46,Motivate,
22:59.5,483,508,762,834,447,1.29,776.04,2.18,58.9,447,717,70.56,731,4978,4294904503,5703,1.02,-0.04,0.01,-2.06,1.1,-1.22,-2.74,-86.24,-131.11,-99.06,-35.6,-125.97,-98.55,Motivate,
22:59.6,528,509,763.5,834,447,1.29,776.04,2.18,58.9,447,731,70.56,731,4978,4294914576,6434,1.02,-0.04,0.01,-1.86,0.96,-1.12,-2.64,-86.32,-131.24,-99.17,-35.63,-126.09,-98.65,Motivate,
22:59.7,495,509,763.5,834,447,1.29,776.04,2.18,58.14,447,711,20724.13,714,429489568,0,0,1.02,-0.04,0,-2.06,0.81,-1.16,-2.61,-86.39,-131.39,-99.29,-35.67,-126.24,-98.77,Motivate,
22:59.8,507,510,765,834,447,1.29,776.04,2.18,58.14,447,717,20724.13,714,429489568,4294957097,717,1.02,-0.03,-0.01,-1.93,0.72,-1.24,-2.45,-86.52,-131.53,-99.42,-35.71,-126.37,-98.9,Motivate,
22:59.9,533,511,766.5,834,448,1.28,779.13,2.19,58.14,447,727,20724.13,714,429489568,4294961338,1444,1.01,-0.03,0.01,-1.93,1.11,-1.2,-2.5,-86.47,-131.67,-99.51,-35.76,-126.5,-98.99,Motivate,
23:00.0,479,511,766.5,834,448,1.28,779.13,2.19,58.14,447,728,20724.13,714,429489568,4294967034,2172,1.02,-0.04,0,-1.96,0.66,-1.21,-2.64,-86.35,-131.81,-99.65,-35.8,-126.65,-99.11,Motivate,
23:00.1,478,511,766.5,834,447,1.29,776.04,2.18,58.14,447,706,20724.13,714,429489568,4294941182,2878,1.01,-0.03,0,-1.85,1.24,-1.31,-2.48,-86.51,-131.95,-99.72,-35.85,-126.77,-99.2,Motivate,
23:00.2,503,511,766.5,834,447,1.29,776.04,2.18,58.14,447,704,20724.13,714,429489568,4294912510,3582,1.02,-0.04,0.01,-1.92,0.61,-1.12,-2.88,-86.08,-132.09,-99.87,-35.89,-126.92,-99.32,Motivate,
23:00.3,504,511,766.5,834,447,1.29,776.04,2.18,58.14,447,733,20724.13,714,429489568,4294925511,4315,1.01,-0.04,0,-1.89,0.79,-1.17,-2.67,-86.32,-132.22,-99.99,-35.93,-127.04,-99.44,Motivate,
23:00.4,483,512,768,834,447,1.29,776.04,2.18,58.14,447,717,20724.13,714,429489568,4294915312,5032,1.02,-0.04,-0.01,-1.95,1.3,-1.11,-2.6,-86.37,-132.37,-100.06,-35.96,-127.18,-99.52,Motivate,
23:00.5,485,512,768,834,447,1.29,776.04,2.18,58.14,447,718,20724.13,714,429489568,4294906548,5750,1.02,-0.04,0,-1.95,0.81,-1.21,-2.73,-86.27,-132.51,-100.19,-36,-127.32,-99.63,Motivate,
23:00.6,484,512,768,834,447,1.29,776.04,2.18,58.14,447,712,20724.13,714,429489568,4294889204,6462,1.02,-0.04,0.01,-1.86,1.04,-0.85,-2.63,-86.32,-132.64,-100.29,-36.01,-127.44,-99.73,Motivate,
23:00.7,476,510,765,834,447,1.29,776.04,2.18,58.14,447,688,20724.15,715,429490368,0,0,1.02,-0.04,0,-1.87,1.1,-1.13,-2.7,-86.3,-132.78,-100.38,-36.04,-127.57,-99.81,Motivate,
23:00.8,479,510,765,834,447,1.29,776.04,2.18,58.14,447,708,20724.15,715,429490368,4294944272,708,1.02,-0.03,0.01,-1.79,0.83,-1.26,-2.48,-86.43,-132.9,-100.5,-36.09,-127.69,-99.93,Motivate,
23:00.9,522,510,765,834,447,1.29,776.04,2.18,58.14,447,726,20724.15,715,429490368,4294947060,1434,1.01,-0.03,0,-1.91,0.68,-1.21,-2.45,-86.54,-133.04,-100.63,-36.13,-127.82,-100.07,Motivate,
23:01.0,481,510,765,834,447,1.29,776.04,2.18,58.14,447,736,20724.15,715,429490368,4294964468,2170,1.02,-0.03,0.01,-1.98,1.15,-1.21,-2.42,-86.45,-133.19,-100.72,-36.18,-127.96,-100.15,Motivate,
23:01.2,506,510,765,834,448,1.28,779.13,2.19,58.14,447,733,20724.15,715,429490368,10173,2903,1.02,-0.03,0,-1.92,0.87,-1.21,-2.39,-86.61,-133.33,-100.84,-36.22,-128.09,-100.27,Motivate,
23:01.3,505,510,765,834,448,1.28,779.13,2.19,58.14,447,718,20724.15,715,429490368,1409,3621,1.01,-0.03,0.01,-1.92,1.27,-1.08,-2.41,-86.56,-133.47,-100.91,-36.25,-128.22,-100.34,Motivate,
23:01.4,542,511,766.5,834,447,1.29,776.04,2.18,58.14,447,725,20724.15,715,429490368,2746,4346,1.02,-0.04,0,-1.73,0.42,-1.09,-2.56,-86.44,-133.59,-101.07,-36.28,-128.34,-100.49,Motivate,
23:01.5,492,510,765,834,447,1.29,776.04,2.18,58.14,447,762,20724.15,715,429490368,4294960862,5108,1.02,-0.04,0,-2.02,1.73,-1.11,-2.6,-86.4,-133.74,-101.1,-36.31,-128.49,-100.51,Motivate,
23:01.6,496,510,765,834,448,1.28,779.13,2.19,58.14,447,707,20724.15,715,429490368,4294936423,5815,1.02,-0.04,0,-1.92,0.53,-1.05,-2.87,-86.12,-133.87,-101.25,-36.34,-128.63,-100.65,Motivate,
23:01.7,527,510,765,834,447,1.29,776.04,2.18,58.14,447,705,20724.15,715,429490368,4294909160,6520,1.02,-0.04,0,-1.88,1.81,-1.1,-2.76,-86.24,-134.01,-101.27,-36.37,-128.76,-100.67,Motivate,
23:01.8,529,510,765,834,447,1.29,776.04,2.18,58.9,447,733,20724.19,725,429492224,0,0,1.02,-0.04,0.01,-2.05,0.56,-1.18,-2.82,-86.13,-134.16,-101.42,-36.41,-128.91,-100.81,Motivate,
23:01.9,508,509,763.5,834,448,1.28,779.13,2.19,58.9,447,721,20724.19,725,429492224,4294962849,721,1.02,-0.04,0.02,-1.98,1.11,-1.21,-2.7,-86.1,-134.31,-101.51,-36.45,-129.04,-100.89,Motivate,
23:02.0,510,509,763.5,834,447,1.29,776.04,2.18,58.9,447,708,20724.19,725,429492224,4294939825,1429,1.02,-0.03,0,-2.08,0.65,-1.21,-2.2,-86.79,-134.47,-101.65,-36.5,-129.17,-101.05,Motivate,
23:02.1,502,509,763.5,834,447,1.29,776.04,2.18,58.9,447,718,20724.19,725,429492224,4294931061,2147,1.02,-0.03,0,-1.87,1.06,-1.1,-2.31,-86.69,-134.6,-101.75,-36.53,-129.31,-101.14,Motivate,
23:02.2,509,509,763.5,834,447,1.29,776.04,2.18,58.9,447,718,20724.19,725,429492224,4294922297,2865,1.02,-0.04,0.01,-2.06,1.12,-1.07,-2.86,-86.08,-134.76,-101.83,-36.56,-129.48,-101.2,Motivate,
23:02.3,532,509,763.5,834,447,1.29,776.04,2.18,58.9,447,711,20724.19,725,429492224,4294903530,3576,1.02,-0.03,0,-1.82,0.92,-1.31,-2.48,-86.51,-134.88,-101.95,-36.61,-129.59,-101.33,Motivate,
23:02.4,498,509,763.5,834,447,1.29,776.04,2.18,58.9,447,733,20724.19,725,429492224,4294916531,4309,1.02,-0.04,0,-2.03,0.96,-1.16,-2.79,-86.21,-135.04,-102.05,-36.65,-129.75,-101.42,Motivate,
23:02.5,541,509,763.5,834,448,1.28,779.13,2.19,58.9,447,738,20724.19,725,429492224,4294936887,5047,1.02,-0.03,0.01,-1.92,0.69,-1.18,-2.32,-86.66,-135.18,-102.19,-36.69,-129.86,-101.57,Motivate,
23:02.6,498,509,763.5,834,447,1.29,776.04,2.18,58.9,447,703,20724.19,725,429492224,4294906808,5750,1.02,-0.04,0,-2.01,0.93,-1.29,-2.99,-86.01,-135.33,-102.3,-36.74,-130.03,-101.65,Motivate,
23:02.7,514,509,763.5,834,447,1.29,776.04,2.18,58.9,447,705,20724.19,725,429492224,4294879545,6455,1.01,-0.04,0,-2.05,1.01,-1.18,-2.67,-86.32,-135.48,-102.4,-36.78,-130.17,-101.76,Motivate,
23:02.8,503,509,763.5,834,447,1.29,776.04,2.18,58.14,447,720,20724.08,717,429487360,0,0,1.02,-0.03,0,-2.01,1,-1.27,-2.35,-86.63,-135.62,-102.5,-36.83,-130.29,-101.87,Motivate,
23:02.9,499,509,763.5,834,447,1.29,776.04,2.18,58.14,447,714,20724.08,717,429487360,4294952804,714,1.01,-0.04,0.01,-1.85,0.7,-1.23,-2.57,-86.36,-135.76,-102.64,-36.88,-130.43,-101.99,Motivate,
23:03.0,515,509,763.5,834,447,1.29,776.04,2.18,58.14,447,749,20724.08,717,429487360,4294923981,1463,1.01,-0.04,0,-1.9,0.82,-1.03,-2.65,-86.34,-135.9,-102.76,-36.9,-130.57,-102.1,Motivate,
23:03.1,498,509,763.5,834,447,1.29,776.04,2.18,58.14,447,701,20724.08,717,429487360,4294956630,2164,1.02,-0.04,0,-1.7,0.89,-1.09,-2.56,-86.43,-136.02,-102.87,-36.93,-130.68,-102.21,Motivate,
23:03.2,488,508,762,834,447,1.29,776.04,2.18,58.14,447,706,20724.08,717,429487360,4294930778,2870,1.02,-0.04,0,-1.89,1.04,-1.13,-2.61,-86.38,-136.15,-102.97,-36.97,-130.81,-102.31,Motivate,
23:03.3,521,508,762,834,448,1.28,779.13,2.19,58.14,447,716,20724.08,717,429487360,4294919146,3586,1.02,-0.04,0,-1.88,0.66,-1.22,-2.6,-86.39,-136.29,-103.11,-37.01,-130.94,-102.44,Motivate,
23:03.4,564,509,763.5,834,447,1.29,776.04,2.18,58.14,447,726,20724.08,717,429487360,4294921934,4312,1.02,-0.04,0.01,-1.83,1.26,-1.07,-2.64,-86.33,-136.42,-103.19,-37.04,-131.07,-102.51,Motivate,
23:03.5,488,509,763.5,834,447,1.29,776.04,2.18,58.14,447,732,20724.08,717,429487360,4294933470,5044,1.02,-0.03,-0.01,-1.92,1.13,-1.12,-2.23,-86.7,-136.56,-103.27,-37.07,-131.18,-102.61,Motivate,
23:03.6,493,509,763.5,834,447,1.29,776.04,2.18,58.14,447,719,20724.08,717,429487360,4294926143,5763,1.01,-0.04,0.01,-1.95,1.05,-1.18,-2.62,-86.35,-136.7,-103.37,-37.11,-131.34,-102.69,Motivate,
23:03.7,494,508,762,834,447,1.29,776.04,2.18,58.14,447,717,20724.08,717,429487360,4294915944,6480,1.02,-0.03,0,-1.89,0.66,-1.12,-2.46,-86.52,-136.84,-103.51,-37.15,-131.46,-102.83,Motivate,
23:03.8,504,508,762,834,448,1.28,779.13,2.19,58.14,447,715,20724.15,719,429490272,0,0,1.02,-0.03,0,-1.91,1.08,-1.23,-2.46,-86.52,-136.97,-103.6,-37.19,-131.59,-102.92,Motivate,
23:03.9,516,509,763.5,834,447,1.29,776.04,2.18,58.14,447,726,20724.15,719,429490272,2788,726,1.02,-0.04,0,-2.05,1.41,-1.05,-2.82,-86.17,-137.13,-103.66,-37.22,-131.75,-102.96,Motivate,
23:04.0,486,508,762,834,447,1.29,776.04,2.18,58.14,447,705,20724.15,719,429490272,4294942821,1431,1.02,-0.04,0.01,-1.8,0.7,-0.95,-2.76,-86.15,-137.25,-103.8,-37.24,-131.87,-103.09,Motivate,
23:04.1,484,508,762,834,447,1.29,776.04,2.18,58.14,447,736,20724.15,719,429490272,4294960229,2167,1.02,-0.04,0,-2.04,1.6,-1.15,-2.68,-86.31,-137.41,-103.84,-37.27,-132.02,-103.14,Motivate,
23:04.2,516,508,762,834,447,1.29,776.04,2.18,58.14,447,718,20724.15,719,429490272,4294951465,2885,1.02,-0.03,0.01,-1.92,0.8,-1.11,-2.5,-86.47,-137.55,-103.96,-37.31,-132.14,-103.26,Motivate,
23:04.3,564,506,759,834,448,1.28,779.13,2.19,58.14,447,729,20724.15,719,429490272,4294958618,3614,1.02,-0.04,0.01,-1.84,1.31,-1.31,-2.63,-86.35,-137.68,-104.03,-37.36,-132.28,-103.33,Motivate,
23:04.4,499,506,759,834,447,1.29,776.04,2.18,58.14,447,715,20724.15,719,429490272,4294945555,4329,1.02,-0.03,0.01,-1.85,0.85,-1.11,-2.36,-86.52,-137.81,-104.15,-37.39,-132.39,-103.45,Motivate,
23:04.5,510,506,759,834,447,1.29,776.04,2.18,58.14,447,703,20724.15,719,429490272,4294915476,5032,1.02,-0.04,0,-2.12,0.68,-1.12,-2.74,-86.25,-137.97,-104.29,-37.43,-132.56,-103.57,Motivate,
