Datetime, ECGR , AvgECG , ampECG , MAX , GSRR , Resistance , GSR(kohm) , SCL , GSRRMS , GSRMAV , EMGR , EMGRMS , EMGMAV , EMGVAR , EMGSSI , IEMG , AccX , AccY, AccZ , GyroX , GyroY , GyroZ , Aroll , Apitch , Groll , Gpitch, Gy , Combroll , Combpitch,Features
09:02.3,581,505,757.5,1003,261,2.92,342.52,1.28,32.89,258,152,155,155,24024,211301,1379,1,-0.02,0.09,-2.94,-1.98,-3.24,-1.77,-83.09,-20.77,-4.61,-0.51,-20.01,-7.75,Standing
09:02.4,465,505,757.5,1003,261,2.92,342.52,1.28,49.81,260,152,153.1,153,23439,0,0,1.01,-0.03,0.1,-7.18,-0.58,-2.69,-2.07,-82.51,-21.59,-4.93,-0.74,-20.81,-8.04,Standing
09:02.5,402,504,756,1003,261,2.92,342.52,1.28,49.81,260,152,153.1,153,23439,23104,152,1.02,-0.03,0.1,-3.39,0.79,-4.21,-2.13,-82.52,-21.95,-5.08,-1.17,-21.15,-8.18,Standing
09:02.6,577,503,754.5,1003,262,2.9,344.28,1.28,49.81,260,152,153.1,153,23439,46208,304,1,-0.02,0.09,-1.49,-0.54,-3.21,-1.66,-83.29,-22.06,-5.4,-1.47,-21.25,-8.52,Standing
09:02.8,611,501,751.5,1003,263,2.89,346.05,1.29,49.81,260,151,153.1,153,23439,69009,455,1,-0.01,0.09,-0.52,-0.73,-1.39,-1.23,-83.43,-22.06,-5.74,-1.55,-21.22,-8.85,Standing
09:02.9,481,499,748.5,1003,261,2.92,342.52,1.28,49.81,260,151,153.1,153,23439,91810,606,1,-0.01,0.09,-0.05,-0.11,-1.43,-1.12,-83.46,-21.99,-6.01,-1.63,-21.16,-9.11,Standing
09:03.0,374,496,744,1003,262,2.9,344.28,1.28,49.81,260,150,153.1,153,23439,114310,756,1.01,0,0.08,-3.21,1.73,-1.76,-0.46,-83.6,-22.33,-6.04,-1.75,-21.45,-9.14,Standing
09:03.1,555,493,739.5,1003,262,2.9,344.28,1.28,49.81,260,150,153.1,153,23439,136810,906,1,0,0.09,-3.27,0.23,-2.27,-0.82,-83.51,-22.67,-6.26,-1.93,-21.79,-9.35,Standing
09:03.3,619,493,739.5,1003,262,2.9,344.28,1.28,49.81,260,149,153.1,153,23439,159011,1055,1,-0.01,0.09,-2.6,0.25,-0.69,-1.22,-83.14,-22.92,-6.48,-1.92,-22.05,-9.55,Standing
09:03.4,513,488,732,1003,261,2.92,342.52,1.28,49.81,260,150,153.1,153,23439,181511,1205,1.01,-0.01,0.09,-0.94,-0.23,-0.64,-1.42,-83.04,-22.97,-6.76,-1.9,-22.11,-9.81,Standing
09:03.5,276,481,721.5,1003,263,2.89,346.05,1.29,49.81,260,150,153.1,153,23439,204011,1355,1.02,0,0.08,-1.37,-1.6,-1.84,-0.83,-83.85,-23.07,-7.21,-2.03,-22.18,-10.28,Standing
09:03.6,779,479,718.5,779,263,2.89,346.05,1.29,55.75,262,149,150.4,150,22620,0,0,1.01,0,0.07,-2.01,-2.57,-1.73,-0.83,-84.55,-23.25,-7.78,-2.15,-22.35,-10.85,Standing
09:03.8,766,476,714,779,264,2.88,347.83,1.29,55.75,262,152,150.4,150,22620,23104,152,1.01,-0.01,0.07,0.24,-0.56,-1.56,-1.12,-84.68,-23.15,-8.1,-2.25,-22.27,-11.17,Standing
09:03.9,354,471,706.5,779,264,2.88,347.83,1.29,55.75,262,151,150.4,150,22620,45905,303,1.02,0,0.06,0.15,-0.18,-1.81,-0.57,-85.01,-23.06,-8.37,-2.38,-22.16,-11.44,Standing
09:04.0,350,467,700.5,779,266,2.85,351.39,1.3,55.75,262,150,150.4,150,22620,68405,453,1.03,0,0.07,-0.23,2.29,-2.47,-0.39,-84.67,-23.02,-8.34,-2.58,-22.12,-11.39,Standing
09:04.1,666,470,705,779,265,2.86,349.6,1.3,55.75,262,149,150.4,150,22620,90606,602,1.02,0,0.08,-2.77,3.65,-1.76,-0.4,-84.2,-23.3,-8.13,-2.7,-22.38,-11.18,Standing
09:04.3,750,474,711,750,265,2.86,349.6,1.3,55.75,262,149,150.4,150,22620,112807,751,1.01,0,0.06,-2.99,2.15,-1.18,-0.33,-84.79,-23.6,-8.11,-2.75,-22.67,-11.18,Standing
09:04.4,304,474,711,750,265,2.86,349.6,1.3,55.75,262,148,150.4,150,22620,134711,899,1,0,0.07,-2.09,0.3,-0.84,-0.48,-84.31,-23.79,-8.33,-2.76,-22.86,-11.37,Standing
09:04.5,229,475,712.5,750,267,2.83,353.17,1.3,55.75,262,151,150.4,150,22620,157512,1050,1.01,0,0.07,-1.01,0.53,-1.61,-0.32,-84.31,-23.85,-8.51,-2.86,-22.91,-11.55,Standing
09:04.6,647,478,717,750,268,2.82,354.97,1.31,55.75,262,150,150.4,150,22620,180012,1200,1.02,0.01,0.06,-3.14,-0.95,-1.91,-0.22,-85.14,-24.17,-8.88,-3,-23.21,-11.93,Standing
09:04.8,854,485,727.5,854,270,2.79,358.57,1.32,55.75,262,150,150.4,150,22620,202512,1350,1.02,0,0.06,-5.14,-0.16,-1.69,-0.39,-84.99,-24.74,-9.15,-3.11,-23.77,-12.19,Standing
09:04.9,407,488,732,854,268,2.82,354.97,1.31,73.01,266,149,149.9,149,22470,0,0,1.01,-0.01,0.06,-4.86,-1.83,-1.11,-1,-85.01,-25.28,-9.63,-3.15,-24.3,-12.64,Standing
