Datetime, ECGR , AvgECG , ampECG , MAX , GSRR , Resistance , GSR(kohm) , SCL , GSRRMS , GSRMAV , EMGR , EMGRMS , EMGMAV , EMGVAR , EMGSSI , IEMG , AccX , AccY, AccZ , GyroX , GyroY , GyroZ , Aroll , Apitch , Groll , Gpitch, Gy , Combroll , Combpitch,Features
18:46.4,996,996,1494,996,251,3.08,325.13,1.23,0,0,76,0,0,0,12176,156,0.91,-0.06,0.4,-1.59,1.81,-1.46,-3.8,-64.59,-0.29,-0.29,-0.15,-0.43,-2.87,Walking
18:46.4,995,995,1492.5,996,255,3.01,332.03,1.25,0,0,61,0,0,0,15897,217,0.91,-0.06,0.39,-2.38,2.18,-0.73,-4.01,-64.77,-0.42,-0.28,-0.15,-0.56,-2.86,Walking
18:46.4,995,995,1492.5,996,261,2.92,342.52,1.28,0,0,81,0,0,0,22458,298,0.91,-0.06,0.4,-1.34,0.56,-1.06,-4.02,-64.73,-0.48,-0.39,-0.17,-0.62,-2.96,Walking
18:46.5,995,995,1492.5,996,250,3.09,323.42,1.22,0,0,77,0,0,0,28387,375,0.91,-0.06,0.4,-2.32,-0.45,-1.47,-3.88,-64.56,-0.61,-0.57,-0.22,-0.74,-3.13,Walking
18:46.6,995,995,1492.5,996,252,3.06,326.85,1.23,0,0,64,0,0,0,32483,439,0.9,-0.05,0.39,-2.62,0.89,-1.8,-3.63,-64.87,-0.76,-0.65,-0.29,-0.87,-3.22,Walking
18:46.7,995,995,1492.5,996,263,2.89,346.05,1.29,0,0,82,0,0,0,39207,521,0.9,-0.05,0.4,-1.21,2.44,-1.21,-3.56,-64.42,-0.81,-0.62,-0.32,-0.92,-3.17,Walking
18:46.7,994,995,1492.5,996,251,3.08,325.13,1.23,0,0,78,0,0,0,45291,599,0.9,-0.05,0.4,-1.82,2.05,-0.31,-3.65,-64.14,-0.9,-0.61,-0.29,-1.01,-3.15,Walking
18:46.8,994,994,1491,996,250,3.09,323.42,1.22,0,0,65,0,0,0,49516,664,0.9,-0.06,0.4,-1.63,-0.34,0.08,-4.08,-64.49,-0.98,-0.79,-0.22,-1.1,-3.33,Walking
18:46.9,995,994,1491,996,263,2.89,346.05,1.29,20724.3,255,82,74.99,74,5623,0,0,0.91,-0.06,0.41,-1.98,-1.29,-0.4,-3.97,-64.07,-1.08,-1.03,-0.2,-1.2,-3.55,Walking
18:47.0,995,994,1491,996,252,3.06,326.85,1.23,20724.3,255,78,74.99,74,5623,6084,78,0.91,-0.06,0.39,-2.01,1.26,-1.41,-3.89,-65.24,-1.19,-1.09,-0.24,-1.3,-3.65,Walking
18:47.0,995,994,1491,996,247,3.14,318.3,1.21,20724.3,255,75,74.99,74,5623,11709,153,0.9,-0.06,0.4,-1.79,2.56,-1.34,-3.88,-64.48,-1.28,-1.05,-0.28,-1.39,-3.58,Walking
18:47.1,995,994,1491,996,254,3.03,330.3,1.24,20724.3,255,64,74.99,74,5623,15805,217,0.91,-0.05,0.4,-2.36,1.91,-0.78,-3.74,-64.38,-1.42,-1.05,-0.28,-1.51,-3.59,Walking
18:47.2,995,994,1491,996,263,2.89,346.05,1.29,20724.3,255,82,74.99,74,5623,22529,299,0.9,-0.06,0.4,-2.17,-0.15,-1.49,-3.79,-64.52,-1.54,-1.21,-0.34,-1.63,-3.75,Walking
18:47.3,995,994,1491,996,255,3.01,332.03,1.25,20724.3,255,79,74.99,74,5623,28770,378,0.9,-0.05,0.39,-2.05,-1.05,-0.72,-3.68,-64.94,-1.66,-1.44,-0.33,-1.74,-3.98,Walking
18:47.4,995,994,1491,996,248,3.13,320,1.21,20724.3,255,78,74.99,74,5623,34854,456,0.91,-0.06,0.38,-3.68,0.47,1.63,-3.91,-65.24,-1.89,-1.56,-0.15,-1.97,-4.11,Walking
18:47.4,995,994,1491,996,250,3.09,323.42,1.22,20724.3,255,63,74.99,74,5623,38823,519,0.92,-0.08,0.41,-3.02,1.44,0.99,-4.89,-64.05,-2.07,-1.6,-0.01,-2.19,-4.1,Walking
18:47.5,995,994,1491,996,263,2.89,346.05,1.29,20724.3,255,81,74.99,74,5623,45384,600,0.92,-0.07,0.41,-3.54,1.35,-3.83,-4.76,-64.33,-2.3,-1.65,-0.25,-2.4,-4.16,Walking
18:47.6,995,994,1491,996,256,3,333.77,1.25,20724.3,255,79,74.99,74,5623,51625,679,0.9,-0.06,0.39,-3.08,0.79,-3.63,-3.96,-64.55,-2.49,-1.74,-0.46,-2.55,-4.25,Walking
18:47.7,995,994,1491,996,248,3.13,320,1.21,20724.28,253,78,75.96,75,5769,0,0,0.89,-0.05,0.39,-3.44,-0.8,0.05,-3.68,-64.93,-2.7,-1.95,-0.4,-2.74,-4.47,Walking
18:47.7,995,994,1491,996,248,3.13,320,1.21,20724.28,253,63,75.96,75,5769,3969,63,0.92,-0.06,0.4,-3.15,2.24,0.15,-4.18,-64.85,-2.9,-1.93,-0.33,-2.95,-4.45,Walking
18:47.8,995,994,1491,996,262,2.9,344.28,1.28,20724.28,253,81,75.96,75,5769,10530,144,0.92,-0.06,0.4,-0.89,2.5,-1.79,-4.02,-64.56,-2.92,-1.89,-0.4,-2.96,-4.4,Walking
18:47.9,995,994,1491,996,256,3,333.77,1.25,20724.28,253,79,75.96,75,5769,16771,223,0.91,-0.06,0.39,0.37,0.31,-2,-4.02,-64.98,-2.85,-2.02,-0.49,-2.9,-4.54,Walking
18:47.9,995,994,1491,996,248,3.13,320,1.21,20724.28,253,79,75.96,75,5769,23012,302,0.9,-0.07,0.4,-0.79,-1.14,0.06,-4.39,-64.4,-2.87,-2.25,-0.43,-2.93,-4.74,Walking
18:48.0,995,994,1491,996,247,3.14,318.3,1.21,20724.28,253,64,75.96,75,5769,27108,366,0.91,-0.07,0.38,-2.02,-0.65,0.41,-4.61,-65.5,-2.98,-2.46,-0.34,-3.04,-4.98,Walking
18:48.1,994,994,1491,996,259,2.95,339.01,1.27,20724.28,253,80,75.96,75,5769,33508,446,0.91,-0.07,0.38,-2.08,2.73,-1.12,-4.88,-65.42,-3.09,-2.4,-0.36,-3.16,-4.92,Walking
18:48.2,995,994,1491,996,259,2.95,339.01,1.27,20724.28,253,84,75.96,75,5769,40564,530,0.91,-0.07,0.39,-3.66,2.81,-2.66,-4.63,-64.81,-3.33,-2.34,-0.51,-3.38,-4.84,Walking
18:48.2,995,994,1491,996,251,3.08,325.13,1.23,20724.28,253,79,75.96,75,5769,46805,609,0.91,-0.06,0.4,-4.34,0.44,-2.56,-4.05,-64.51,-3.61,-2.46,-0.64,-3.63,-4.94,Walking
18:48.3,995,994,1491,996,244,3.19,313.22,1.19,20724.28,253,65,75.96,75,5769,51030,674,0.91,-0.06,0.4,-3.44,-0.66,-1.16,-3.86,-64.48,-3.83,-2.66,-0.67,-3.83,-5.13,Walking
18:48.4,995,994,1491,996,252,3.06,326.85,1.23,20724.26,252,64,74.24,73,5511,0,0,0.91,-0.06,0.4,-1.57,0.6,-0.05,-4.05,-64.41,-3.9,-2.76,-0.61,-3.91,-5.23,Walking
18:48.5,995,994,1491,996,258,2.97,337.25,1.26,20724.26,252,83,74.24,73,5511,6889,83,0.9,-0.06,0.4,-1,0.02,1.06,-4.3,-64.41,-3.94,-2.91,-0.47,-3.95,-5.37,Walking
18:48.5,995,994,1491,996,250,3.09,323.42,1.22,20724.26,252,79,74.24,73,5511,13130,162,0.91,-0.07,0.39,-0.99,-0.85,1.43,-4.4,-64.79,-3.97,-3.12,-0.3,-3.98,-5.59,Walking
