Datetime, ECGR , AvgECG , ampECG , MAX , GSRR , Resistance , GSR(kohm) , SCL , GSRRMS , GSRMAV , EMGR , EMGRMS , EMGMAV , EMGVAR , EMGSSI , IEMG , AccX , AccY, AccZ , GyroX , GyroY , GyroZ , Aroll , Apitch , Groll , Gpitch, Gy , Combroll , Combpitch,Features
01:00.4,750,531,796.5,862,305,2.35,424.79,1.49,175.56,310,133,132.3,132,17502,123293,929,1.01,0.09,0.01,-2.39,1.66,-2.07,4.36,-83.42,-7,-5.04,-2.34,-6.55,-8.17,Standing
01:00.5,358,526,789,862,306,2.34,426.78,1.5,175.56,310,134,132.3,132,17502,141249,1063,1,0.09,0,-2.36,0.11,-1.15,4.65,-83.18,-7.23,-5.27,-2.38,-6.75,-8.39,Standing
01:00.6,350,522,783,862,306,2.34,426.78,1.5,175.56,310,133,132.3,132,17502,158938,1196,1.01,0.09,0.01,-0.52,3.47,-1.45,4.36,-83.44,-7.22,-5.09,-2.46,-6.76,-8.22,Standing
01:00.8,673,525,787.5,862,307,2.33,428.77,1.5,165.43,304,133,132.9,132,17661,0,0,1.01,0.09,0,-1.52,-1.74,-0.94,4.52,-83.31,-7.34,-5.55,-2.48,-6.87,-8.66,Standing
01:00.9,797,532,798,862,308,2.32,430.77,1.51,165.43,304,135,132.9,132,17661,18225,135,1.01,0.09,0,-1.42,0.48,-1.57,4.54,-83.29,-7.45,-5.74,-2.58,-6.97,-8.84,Standing
01:01.0,443,530,795,862,309,2.31,432.77,1.51,165.43,304,136,132.9,132,17661,36721,271,1.01,0.09,0,-1.69,0.3,-0.63,4.56,-83.27,-7.59,-5.95,-2.56,-7.1,-9.04,Standing
01:01.1,280,524,786,862,310,2.3,434.78,1.52,165.43,304,137,132.9,132,17661,55490,408,1.01,0.09,0,-2.76,2.98,-0.46,4.24,-83.59,-7.86,-5.83,-2.52,-7.38,-8.94,Standing
01:01.3,500,523,784.5,862,310,2.3,434.78,1.52,165.43,304,136,132.9,132,17661,73986,544,1.02,0.09,0.01,-3.09,2.88,-2.34,4.42,-83.41,-8.18,-5.72,-2.71,-7.67,-8.83,Standing
01:01.4,757,529,793.5,862,310,2.3,434.78,1.52,165.43,304,137,132.9,132,17661,92755,681,1,0.1,0.02,-1.11,0.86,-1.76,5.37,-82.31,-8.25,-5.86,-2.83,-7.7,-8.92,Standing
01:01.5,610,531,796.5,862,311,2.29,436.8,1.52,165.43,304,138,132.9,132,17661,111799,819,1.01,0.09,0,-0.18,-3.07,1.31,4.67,-83.17,-8.2,-6.49,-2.57,-7.68,-9.56,Standing
01:01.6,315,526,789,862,310,2.3,434.78,1.52,165.43,304,138,132.9,132,17661,130843,957,1.02,0.08,-0.03,-1.02,-1.28,0.11,3.77,-83.81,-8.26,-6.9,-2.46,-7.78,-9.98,Standing
01:01.8,388,523,784.5,862,310,2.3,434.78,1.52,165.43,304,138,132.9,132,17661,149887,1095,1.03,0.08,-0.03,-3.26,0.83,-2.11,3.97,-83.6,-8.59,-7.05,-2.62,-8.09,-10.11,Standing
01:01.9,728,527,790.5,862,310,2.3,434.78,1.52,165.43,304,139,132.9,132,17661,169208,1234,1.01,0.09,0,-4.15,5.47,-3.47,4.49,-83.34,-9.04,-6.61,-2.96,-8.5,-9.68,Standing
01:02.0,534,527,790.5,862,310,2.3,434.78,1.52,174.47,309,139,137.3,137,18851,0,0,1,0.1,0.02,-3.78,1.34,-2.15,5.14,-82.59,-9.44,-6.7,-3.13,-8.85,-9.73,Standing
01:02.1,235,521,781.5,862,310,2.3,434.78,1.52,174.47,309,140,137.3,137,18851,19600,140,1.01,0.09,0.02,-1.15,2.08,-0.85,4.3,-83.46,-9.51,-6.68,-3.13,-8.96,-9.76,Standing
01:02.3,279,517,775.5,862,310,2.3,434.78,1.52,174.47,309,140,137.3,137,18851,39200,280,1,0.09,0.02,-1.97,-1.35,-0.15,4.79,-82.95,-9.69,-7.1,-3.05,-9.11,-10.13,Standing
01:02.4,647,519,778.5,862,310,2.3,434.78,1.52,174.47,309,139,137.3,137,18851,58521,419,1.01,0.09,-0.01,-0.71,0.15,1.1,4.38,-83.43,-9.71,-7.33,-2.82,-9.14,-10.37,Standing
01:02.5,755,524,786,862,311,2.29,436.8,1.52,174.47,309,140,137.3,137,18851,78121,559,1.02,0.08,0.01,-2.62,2.66,-1.17,3.85,-83.96,-9.96,-7.25,-2.87,-9.41,-10.32,Standing
01:02.6,382,521,781.5,862,310,2.3,434.78,1.52,174.47,309,140,137.3,137,18851,97721,699,1,0.09,0.01,-3.34,3.45,-3.71,4.51,-83.33,-10.31,-7.07,-3.23,-9.71,-10.12,Standing
01:02.8,342,518,777,862,311,2.29,436.8,1.52,174.47,309,139,137.3,137,18851,117042,838,1,0.1,0.01,-1.64,2.72,-2.12,5.26,-82.54,-10.44,-6.98,-3.4,-9.81,-10,Standing
01:02.9,636,520,780,862,311,2.29,436.8,1.52,174.47,309,140,137.3,137,18851,136642,978,1,0.09,0.02,-1.39,-1.57,-0.06,4.57,-83.18,-10.55,-7.42,-3.31,-9.94,-10.45,Standing
01:03.0,641,522,783,862,312,2.28,438.82,1.52,174.47,309,141,137.3,137,18851,156523,1119,1.01,0.09,-0.01,-0.89,-0.37,-0.4,4.31,-83.51,-10.59,-7.72,-3.26,-9.99,-10.75,Standing
01:03.1,239,517,775.5,862,312,2.28,438.82,1.52,174.47,309,141,137.3,137,18851,176404,1260,1.02,0.08,-0.01,-2.61,-0.68,-1.18,4.18,-83.64,-10.84,-8.06,-3.31,-10.24,-11.08,Standing
01:03.3,387,515,772.5,862,313,2.27,440.85,1.53,176.6,311,141,140.1,140,19627,0,0,1.02,0.09,0,-2.53,3.53,-3.27,4.46,-83.38,-11.09,-7.87,-3.61,-10.47,-10.89,Standing
01:03.4,669,517,775.5,862,313,2.27,440.85,1.53,176.6,311,142,140.1,140,19627,20164,142,1.01,0.1,0.01,-2.44,1.45,-1.76,5.2,-82.59,-11.32,-7.93,-3.74,-10.66,-10.92,Standing
01:03.5,569,518,777,862,314,2.26,442.88,1.53,176.6,311,143,140.1,140,19627,40613,285,1.01,0.09,0.02,-1.75,0.31,-0.22,4.68,-83.09,-11.47,-8.15,-3.66,-10.83,-11.14,Standing
01:03.6,250,514,771,862,315,2.25,444.92,1.54,176.6,311,143,140.1,140,19627,61062,428,1.01,0.09,0.02,-1,-0.11,-0.5,4.44,-83.32,-11.53,-8.41,-3.63,-10.89,-11.41,Standing
01:03.8,384,512,768,862,315,2.25,444.92,1.54,176.6,311,143,140.1,140,19627,81511,571,1.02,0.09,0,-1.6,1.01,-2.83,4.67,-83.16,-11.66,-8.53,-3.88,-11,-11.52,Standing
01:03.9,784,516,774,862,316,2.24,446.96,1.54,176.6,311,145,140.1,140,19627,102536,716,0.99,0.11,-0.02,-3.18,-1.44,0.02,5.8,-81.91,-11.98,-8.96,-3.78,-11.27,-11.88,Standing
01:04.0,618,518,777,862,317,2.23,449.01,1.55,176.6,311,146,140.1,140,19627,123852,862,1.02,0.09,0,-2.58,1.44,0.4,4.27,-83.57,-12.24,-9.03,-3.63,-11.58,-12.01,Standing
01:04.1,285,514,771,862,319,2.21,453.13,1.56,176.6,311,147,140.1,140,19627,145461,1009,1.02,0.09,0.01,-2.59,3.31,-1.27,4.29,-83.54,-12.49,-8.87,-3.69,-11.82,-11.86,Standing
01:04.3,471,513,769.5,862,319,2.21,453.13,1.56,176.6,311,149,140.1,140,19627,167662,1158,1,0.1,0.02,-2.9,1.91,-2.13,5.01,-82.74,-12.78,-8.88,-3.86,-12.07,-11.83,Standing
01:04.4,850,518,777,862,320,2.2,455.19,1.56,176.6,311,147,140.1,140,19627,189271,1305,1.01,0.1,0.01,-2,0.91,-0.5,5.36,-82.45,-12.96,-9.02,-3.83,-12.23,-11.95,Standing
01:04.5,424,517,775.5,862,320,2.2,455.19,1.56,20723.72,316,148,145.32,145,21116,0,0,1.01,0.09,0,-1.62,-2.88,-0.21,4.64,-83.2,-13.09,-9.62,-3.75,-12.38,-12.56,Standing
01:04.6,232,513,769.5,862,320,2.2,455.19,1.56,20723.72,316,148,145.32,145,21116,21904,148,1.01,0.09,-0.01,-0.44,1.44,-0.69,4.7,-83.11,-13.08,-9.69,-3.74,-12.37,-12.63,Standing
01:04.8,567,514,771,862,320,2.2,455.19,1.56,20723.72,316,149,145.32,145,21116,44105,297,1.02,0.1,-0.01,-2.12,1.52,-1.6,4.92,-82.9,-13.27,-9.75,-3.84,-12.55,-12.68,Standing
01:04.9,728,517,775.5,862,320,2.2,455.19,1.56,20723.72,316,149,145.32,145,21116,66306,446,1.01,0.09,0,-2.82,3.7,-2.02,4.65,-83.19,-13.56,-9.54,-4,-12.83,-12.48,Standing
01:05.0,324,514,771,862,320,2.2,455.19,1.56,20723.72,316,150,145.32,145,21116,88806,596,1.01,0.1,0.02,-2.38,1.82,-1.44,5.02,-82.73,-13.79,-9.56,-4.08,-13.04,-12.49,Standing
01:05.1,320,511,766.5,862,320,2.2,455.19,1.56,20723.72,316,149,145.32,145,21116,111007,745,1.01,0.1,0.02,-1.42,-0.4,0.03,4.84,-82.9,-13.89,-9.86,-3.98,-13.15,-12.78,Standing
01:05.3,665,513,769.5,862,320,2.2,455.19,1.56,20723.72,316,151,145.32,145,21116,133808,896,1.01,0.09,0.01,-1.06,-0.37,-1.4,4.32,-83.51,-13.96,-10.16,-4.05,-13.23,-13.09,Standing
01:05.4,421,512,768,862,320,2.2,455.19,1.56,20723.72,316,151,145.32,145,21116,156609,1047,1.01,0.1,0,-1.97,1.68,-1.55,5.05,-82.79,-14.13,-10.2,-4.15,-13.37,-13.1,Standing
01:05.5,168,508,762,862,319,2.21,453.13,1.56,20723.72,316,151,145.32,145,21116,179410,1198,1.01,0.1,0.01,-1.31,5.43,-0.71,5.08,-82.75,-14.23,-9.77,-4.14,-13.46,-12.69,Standing
01:05.6,512,508,762,862,318,2.22,451.06,1.55,20723.72,316,149,145.32,145,21116,201611,1347,1.02,0.09,0.01,-3.98,-1.54,0.54,4.42,-83.4,-14.66,-10.21,-3.97,-13.9,-13.14,Standing
01:05.8,606,509,763.5,862,318,2.22,451.06,1.55,20723.6,319,149,149.6,149,22380,0,0,1.01,0.1,0,-1.25,2.88,-2,5.01,-82.83,-14.75,-10.1,-4.12,-13.96,-13.01,Standing
01:05.9,259,506,759,862,316,2.24,446.96,1.54,20723.6,319,149,149.6,149,22380,22201,149,1.02,0.1,0.02,-2.77,0.17,-0.26,5.13,-82.63,-15.02,-10.33,-4.05,-14.22,-13.23,Standing
01:06.0,328,504,756,862,315,2.25,444.92,1.54,20723.6,319,149,149.6,149,22380,44402,298,1.01,0.09,0.02,-1.78,1.28,-2.28,4.39,-83.34,-15.17,-10.42,-4.24,-14.39,-13.34,Standing
01:06.1,995,510,765,995,313,2.27,440.85,1.53,20723.6,319,149,149.6,149,22380,66603,447,1.01,0.1,0.01,-3.16,0.02,-2.76,4.97,-82.82,-15.5,-10.67,-4.48,-14.68,-13.56,Standing
01:06.3,574,510,765,995,312,2.28,438.82,1.52,20723.6,319,148,149.6,149,22380,88507,595,1,0.1,0,-2.48,0.56,-1.04,5.39,-82.45,-15.74,-10.85,-4.52,-14.9,-13.72,Standing
01:06.4,286,508,762,995,311,2.29,436.8,1.52,20723.6,319,149,149.6,149,22380,110708,744,1.01,0.09,0.01,-2.32,1.45,1.09,4.58,-83.22,-15.96,-10.92,-4.28,-15.14,-13.81,Standing
01:06.5,466,507,760.5,995,310,2.3,434.78,1.52,20723.6,319,148,149.6,149,22380,132612,892,1.02,0.08,0.01,-3.56,0.81,0.03,4.03,-83.73,-16.34,-11.07,-4.18,-15.52,-13.98,Standing
01:06.6,796,511,766.5,995,310,2.3,434.78,1.52,20723.6,319,149,149.6,149,22380,154813,1041,1.01,0.09,0.01,-1.59,2.36,-2.79,4.34,-83.44,-16.47,-11.03,-4.43,-15.64,-13.92,Standing
01:06.8,364,509,763.5,995,309,2.31,432.77,1.51,20723.6,319,148,149.6,149,22380,176717,1189,1,0.1,0.01,-2.4,-0.5,-0.6,5.25,-82.55,-16.7,-11.34,-4.4,-15.82,-14.19,Standing
01:06.9,359,507,760.5,995,309,2.31,432.77,1.51,20723.6,319,148,149.6,149,22380,198621,1337,1.01,0.09,0,-1.89,0.95,0.27,4.78,-83.05,-16.87,-11.47,-4.27,-16,-14.33,Standing
01:07.0,762,510,765,995,309,2.31,432.77,1.51,135.4,311,150,148.7,148,22111,0,0,1.01,0.08,0.01,-1.43,2.39,-0.53,3.72,-84.05,-16.98,-11.42,-4.24,-16.15,-14.33,Standing
01:07.1,717,512,768,995,310,2.3,434.78,1.52,135.4,311,151,148.7,148,22111,22801,151,1.02,0.08,0.03,-1.42,2.76,-1.47,4.08,-83.5,-17.08,-11.33,-4.32,-16.24,-14.21,Standing
01:07.3,291,510,765,995,310,2.3,434.78,1.52,135.4,311,150,148.7,148,22111,45301,301,1.03,0.07,0.02,-2.27,0.07,-2.94,3.53,-84.21,-17.3,-11.57,-4.59,-16.46,-14.47,Standing
01:07.4,450,509,763.5,995,310,2.3,434.78,1.52,135.4,311,150,148.7,148,22111,67801,451,1.01,0.09,0.02,-2.53,0.08,-4.96,4.75,-82.95,-17.54,-11.81,-5.11,-16.65,-14.65,Standing
01:07.5,780,512,768,995,311,2.29,436.8,1.52,135.4,311,151,148.7,148,22111,90602,602,0.99,0.11,0.01,-1.61,-0.62,-3.56,5.64,-82.18,-17.67,-12.14,-5.46,-16.74,-14.94,Standing
01:07.6,518,512,768,995,311,2.29,436.8,1.52,135.4,311,150,148.7,148,22111,113102,752,1,0.11,-0.01,-1.23,-0.7,1.02,5.87,-81.94,-17.76,-12.47,-5.23,-16.81,-15.25,Standing
01:07.8,232,509,763.5,995,312,2.28,438.82,1.52,135.4,311,152,148.7,148,22111,136206,904,1.02,0.09,0,-1.32,2.21,1.5,4.76,-83.08,-17.85,-12.45,-4.95,-16.95,-15.27,Standing
01:07.9,535,510,765,995,312,2.28,438.82,1.52,135.4,311,151,148.7,148,22111,159007,1055,1.03,0.09,0,-2.51,1.26,-2.72,4.24,-83.6,-18.09,-12.54,-5.18,-17.2,-15.38,Standing
01:08.0,860,513,769.5,995,313,2.27,440.85,1.53,135.4,311,151,148.7,148,22111,181808,1206,1,0.1,0.02,-2.65,0.63,-4.57,5.03,-82.72,-18.36,-12.71,-5.66,-17.42,-15.51,Standing
01:08.1,364,512,768,995,314,2.26,442.88,1.53,135.4,311,151,148.7,148,22111,204609,1357,1,0.11,0.02,-1.55,2.72,-1.58,5.84,-81.9,-18.48,-12.62,-5.76,-17.51,-15.39,Standing
01:08.3,356,510,765,995,314,2.26,442.88,1.53,136.07,311,151,150.8,150,22740,0,0,1.02,0.1,0,-1.99,-2.87,1.2,4.87,-82.97,-18.66,-13.22,-5.51,-17.72,-16.01,Standing
01:08.4,618,511,766.5,995,314,2.26,442.88,1.53,136.07,311,151,150.8,150,22740,22801,151,1.01,0.11,-0.01,-1.18,2.58,-2.81,5.63,-82.2,-18.74,-13.15,-5.76,-17.76,-15.91,Standing
01:14.2,202,202,303,202,307,2.33,428.77,1.5,0,0,148,0,0,0,44105,297,1,0.12,0.08,-6.8,3.69,-5.44,6.38,-79.97,-1.32,0.74,-2.27,-1.01,-2.49,Left Fall while Standing
01:14.3,261,231,346.5,261,307,2.33,428.77,1.5,0,0,149,0,0,0,66306,446,1.02,0.13,0.1,1.19,1.82,-8.44,6.57,-79.44,-1.11,0.72,-3.2,-0.8,-2.49,Left Fall while Standing
01:14.5,996,486,729,996,308,2.32,430.77,1.51,0,0,149,0,0,0,88507,595,1,0.16,0.07,6.95,8.46,-15.6,8.26,-78.69,-0.19,1.51,-5.01,0.15,-1.7,Left Fall while Standing
01:14.6,976,608,912,996,308,2.32,430.77,1.51,0,0,150,0,0,0,111007,745,0.98,0.17,0.05,6.43,11.6,-16.02,9.03,-78.44,0.66,2.68,-6.86,1,-0.57,Left Fall while Standing
01:14.7,921,671,1006.5,996,308,2.32,430.77,1.51,0,0,152,0,0,0,134111,897,0.98,0.2,0.09,1.46,3.03,-14.99,11.11,-75.72,0.91,2.81,-8.61,1.32,-0.33,Left Fall while Standing
01:14.8,555,651,976.5,996,307,2.33,428.77,1.5,0,0,152,0,0,0,157215,1049,0.96,0.25,0.11,4.77,2.38,-17.24,14.1,-72.49,1.56,2.85,-10.6,2.06,-0.16,Left Fall while Standing
01:14.9,357,609,913.5,996,306,2.34,426.78,1.5,0,0,152,0,0,0,180319,1201,0.96,0.28,0.08,5.03,10.64,-22.32,15.94,-71.17,2.24,3.91,-13.23,2.79,0.9,Left Fall while Standing
01:15.1,241,563,844.5,996,305,2.35,424.79,1.49,0,0,151,0,0,0,203120,1352,0.95,0.32,0.08,12.28,9.79,-30.61,17.92,-69.31,3.82,4.87,-16.9,4.38,1.9,Left Fall while Standing
01:15.2,462,552,828,996,303,2.38,420.83,1.48,168.73,306,151,150.31,150,22591,0,0,0.87,0.39,0.1,8.51,4.16,-27.63,23.3,-63.66,4.93,5.13,-20.2,5.67,2.38,Left Fall while Standing
01:15.3,725,569,853.5,996,302,2.39,418.86,1.48,168.73,306,151,150.31,150,22591,22801,151,0.86,0.44,0.08,-1.31,-2.4,-17.44,26.42,-60.87,4.84,4.59,-22.26,5.7,1.97,Left Fall while Standing
01:15.4,904,600,900,996,301,2.4,416.9,1.47,168.73,306,151,150.31,150,22591,45602,302,0.89,0.47,0.13,-4.44,-4.27,-13.66,27.36,-59.4,4.36,3.8,-23.87,5.28,1.27,Left Fall while Standing
01:15.6,665,605,907.5,996,301,2.4,416.9,1.47,168.73,306,151,150.31,150,22591,68403,453,0.85,0.5,0.12,4.81,0.98,-12.88,29.65,-57.26,5.02,3.68,-25.37,6.01,1.24,Left Fall while Standing
01:15.7,349,585,877.5,996,300,2.41,414.94,1.47,168.73,306,151,150.31,150,22591,91204,604,0.86,0.51,0.06,2.02,3.64,-6.69,29.94,-57.68,5.34,3.88,-26.1,6.33,1.42,Left Fall while Standing
01:15.8,183,556,834,996,300,2.41,414.94,1.47,168.73,306,152,150.31,150,22591,114308,756,0.82,0.52,0.15,1.92,3.34,-9.92,31.52,-54.93,5.65,4.04,-27.23,6.68,1.69,Left Fall while Standing
01:15.9,368,544,816,996,300,2.41,414.94,1.47,168.73,306,151,150.31,150,22591,137109,907,0.81,0.54,0.08,11.65,-0.32,-12.24,33,-54.38,7.16,3.76,-28.65,8.2,1.43,Left Fall while Standing
01:16.1,715,555,832.5,996,301,2.4,416.9,1.47,168.73,306,152,150.31,150,22591,160213,1059,0.83,0.56,0.05,9.82,2.9,-11.38,33.3,-54.36,8.45,3.87,-29.97,9.44,1.54,Left Fall while Standing
01:16.2,357,543,814.5,996,300,2.41,414.94,1.47,168.73,306,152,150.31,150,22591,183317,1211,0.84,0.57,0.09,6.79,26.2,-14.85,33.26,-54.13,9.36,6.87,-31.71,10.32,4.43,Left Fall while Standing
01:16.3,143,521,781.5,996,298,2.43,411.03,1.46,168.73,306,138,150.31,150,22591,202361,1349,0.61,0.62,0.21,2.13,9.4,-14.94,43.44,-41.33,9.7,7.79,-33.48,11.05,5.83,Left Fall while Standing
01:16.4,763,533,799.5,996,295,2.47,405.22,1.44,156.04,299,133,148.34,148,22004,0,0,0.75,0.63,0.07,-1,4.55,-8.37,39.24,-48.29,9.64,8.11,-34.41,10.83,5.85,Left Fall while Standing
