Datetime, ECGR , AvgECG , ampECG , MAX , GSRR , Resistance , GSR(kohm) , SCL , GSRRMS , GSRMAV , EMGR , EMGRMS , EMGMAV , EMGVAR , EMGSSI , IEMG , AccX , AccY, AccZ , GyroX , GyroY , GyroZ , Aroll , Apitch , Groll , Gpitch, Gy , Combroll , Combpitch,Features
27:58.4,537,583,874.5,1001,200,4.11,243.01,0.98,20723.76,207,235,100.06,274,10011,33381,1335,1.03,-0.02,0,-2.33,1.01,-1.92,-1.9,-87.08,-3.94,-3.48,-1.06,-3.86,-6.82,Standing
27:58.5,388,575,862.5,1001,207,3.94,253.68,1.01,20723.76,207,254,100.06,274,10011,32361,1589,1.02,-0.01,0,-4.05,0.27,-3.37,-1.42,-87.56,-4.38,-3.7,-1.38,-4.26,-7.05,Standing
27:58.6,1001,592,888,1001,249,3.11,321.71,1.22,20723.76,207,264,100.06,274,10011,36521,1853,1.01,0,0,-4.98,1.84,-2.6,-0.76,-88.21,-4.93,-3.72,-1.61,-4.77,-7.1,Standing
27:58.7,1001,607,910.5,1001,265,2.86,349.6,1.3,20723.76,207,283,100.06,274,10011,51074,2136,1.01,0,-0.01,-8.9,-4.14,0.34,-0.75,-87.67,-5.98,-4.48,-1.47,-5.77,-7.81,Standing
27:58.9,1001,621,931.5,1001,273,2.75,364,1.33,20723.76,207,261,100.06,274,10011,53659,2397,1.03,-0.03,-0.01,-5.11,-2.99,0.59,-2.07,-86.85,-6.55,-5.11,-1.3,-6.37,-8.38,Standing
27:59.0,1000,634,951,1001,278,2.68,373.15,1.36,20724.02,230,292,85.66,268,7337,0,0,1.02,-0.02,-0.03,-1.18,7.14,-4.36,-1.71,-86.59,-6.63,-4.48,-1.74,-6.43,-7.76,Standing
27:59.1,705,636,954,1001,278,2.68,373.15,1.36,20724.02,230,280,85.66,268,7337,12864,280,1.1,-0.03,0.04,-13.99,-9.16,0.73,-2.02,-85.99,-8.31,-5.87,-1.55,-8.05,-9.08,Standing
27:59.2,394,628,942,1001,278,2.68,373.15,1.36,20724.02,230,276,85.66,268,7337,23504,556,1.07,0.05,0.03,20.45,25.76,-15.43,2.17,-85.36,-5.68,-2.9,-3.38,-5.37,-6.2,Standing
27:59.4,349,620,930,1001,278,2.68,373.15,1.36,20724.02,230,279,85.66,268,7337,35809,835,1.01,0.06,0,4.21,8.49,0.44,2.69,-85.15,-5.08,-2.09,-3.22,-4.77,-5.41,Standing
27:59.5,316,610,915,1001,279,2.67,375,1.36,20724.02,230,282,85.66,268,7337,49797,1117,1.02,0.04,-0.01,-6.11,5.63,-1.07,1.71,-86.11,-5.78,-1.64,-3.26,-5.48,-5.02,Standing
27:59.6,936,620,930,1001,279,2.67,375,1.36,20724.02,230,286,85.66,268,7337,66057,1403,1.01,0.03,0.08,1.21,24.05,-13.2,1.05,-83.75,-5.56,1.08,-4.78,-5.29,-2.32,Standing
27:59.7,194,608,912,1001,278,2.68,373.15,1.36,20724.02,230,282,85.66,268,7337,80045,1685,0.94,0.04,0.04,-12.47,9.39,-17.56,2.12,-84.6,-7.05,2,-6.88,-6.68,-1.46,Standing
27:59.9,158,595,892.5,1001,276,2.71,369.48,1.35,20724.02,230,280,85.66,268,7337,92909,1965,0.96,0.09,0.06,-22.3,-2.32,-10.27,4.76,-81.84,-9.77,1.46,-8.07,-9.18,-1.87,Standing
28:00.0,272,587,880.5,1001,277,2.69,371.31,1.35,20724.02,230,277,85.66,268,7337,104102,2242,0.95,0.08,0.17,-18.97,-4.47,-5.1,4.2,-77.43,-12.07,0.65,-8.61,-11.42,-2.47,Standing
28:00.1,332,580,870,1001,277,2.69,371.31,1.35,20724.02,230,283,85.66,268,7337,118655,2525,0.95,0.06,0.14,-11.47,-9.7,2.85,3.01,-79.02,-13.44,-0.82,-8.15,-12.78,-3.95,Standing
28:00.2,319,573,859.5,1001,276,2.71,369.48,1.35,107.36,277,281,114.93,280,13207,0,0,1,0.06,0.12,1.24,-17.95,1.88,3.03,-80.65,-13.22,-3.3,-7.82,-12.57,-6.39,Standing
28:00.4,269,565,847.5,1001,276,2.71,369.48,1.35,107.36,277,279,114.93,280,13207,12305,279,1.02,0.07,0.04,7.41,-6.34,4.79,3.59,-83.57,-12.23,-4.33,-7.12,-11.6,-7.5,Standing
28:00.5,364,561,841.5,1001,276,2.71,369.48,1.35,107.36,277,279,114.93,280,13207,24610,558,1.01,0.07,0.01,5.77,6.39,-0.98,3.64,-84.19,-11.44,-3.78,-7.15,-10.83,-7,Standing
28:00.6,446,558,837,1001,279,2.67,375,1.36,107.36,277,279,114.93,280,13207,36915,837,1.07,0.08,0,-2.51,0.92,-1.93,3.7,-84.13,-11.68,-3.92,-7.29,-11.07,-7.13,Standing
28:00.7,464,556,834,1001,278,2.68,373.15,1.36,107.36,277,280,114.93,280,13207,49779,1117,1.05,0.05,0,5.68,9.31,-8.8,2.11,-85.73,-10.9,-3.01,-8.29,-10.38,-6.31,Standing
28:00.9,365,551,826.5,1001,278,2.68,373.15,1.36,107.36,277,278,114.93,280,13207,61527,1395,1.02,0.09,0.02,-11.66,-7.43,-16.15,4.72,-83.01,-12.29,-4.18,-10.21,-11.61,-7.34,Standing
28:01.0,426,548,822,1001,276,2.71,369.48,1.35,107.36,277,277,114.93,280,13207,72720,1672,0.98,0.14,0.03,-1.98,-12.62,-1.91,7.81,-79.81,-12.47,-6.01,-10.35,-11.66,-8.96,Standing
28:01.1,541,548,822,1001,279,2.67,375,1.36,107.36,277,278,114.93,280,13207,84468,1950,0.99,0.11,0,-1.84,-0.87,-0.8,5.84,-82,-12.63,-6.37,-10.35,-11.89,-9.4,Standing
28:01.2,496,547,820.5,1001,278,2.68,373.15,1.36,107.36,277,278,114.93,280,13207,96216,2228,1.03,0.13,0,-4.03,13.76,-5.5,6.76,-81.08,-13.06,-4.91,-10.94,-12.27,-7.96,Standing
28:01.4,370,543,814.5,1001,278,2.68,373.15,1.36,107.36,277,276,114.93,280,13207,106856,2504,1.02,0.11,0.01,-21.3,-19.18,-5.5,5.64,-82.17,-15.67,-7.58,-11.53,-14.82,-10.57,Standing
28:01.5,441,541,811.5,1001,276,2.71,369.48,1.35,106.85,277,275,108.14,277,11693,0,0,1.01,0.14,-0.01,3.37,11.37,-7.44,7.17,-80.64,-15.18,-6.41,-12.36,-14.29,-9.38,Standing
28:01.6,523,541,811.5,1001,279,2.67,375,1.36,106.85,277,276,108.14,277,11693,10640,276,0.97,0.18,-0.01,-3.85,13.6,-6.3,9.88,-77.93,-15.59,-4.96,-13.05,-14.57,-7.88,Standing
28:01.7,518,541,811.5,1001,279,2.67,375,1.36,106.85,277,277,108.14,277,11693,21833,553,1,0.17,0.03,-7.7,-1.98,-1.11,8.81,-78.87,-16.48,-5.46,-13.09,-15.47,-8.4,Standing
28:01.9,409,538,807,1001,278,2.68,373.15,1.36,106.85,277,275,108.14,277,11693,31922,828,1.01,0.15,0.04,-2.81,-2.52,1.32,7.76,-79.8,-16.77,-6.03,-12.82,-15.78,-8.98,Standing
28:02.0,381,535,802.5,1001,276,2.71,369.48,1.35,106.85,277,274,108.14,277,11693,41462,1102,1.01,0.15,0,-4.55,4.05,-1.17,7.84,-79.99,-17.27,-5.77,-12.87,-16.26,-8.74,Standing
28:02.1,515,535,802.5,1001,279,2.67,375,1.36,106.85,277,275,108.14,277,11693,51551,1377,1,0.15,0.02,-8.13,-2.3,-4.05,8.06,-79.72,-18.21,-6.31,-13.28,-17.16,-9.24,Standing
28:02.2,592,536,804,1001,279,2.67,375,1.36,106.85,277,277,108.14,277,11693,62744,1654,1,0.16,0.05,-2.33,0.58,-5.61,8.65,-78.74,-18.44,-6.48,-13.88,-17.35,-9.37,Standing
28:02.4,390,533,799.5,1001,278,2.68,373.15,1.36,106.85,277,274,108.14,277,11693,72284,1928,0.99,0.17,0.02,-0.81,-1.04,-0.34,9.26,-78.49,-18.47,-6.86,-13.83,-17.36,-9.73,Standing
28:02.5,381,530,795,1001,277,2.69,371.31,1.35,106.85,277,273,108.14,277,11693,81277,2201,0.99,0.17,0.01,1.91,-1.21,1.08,9.02,-78.8,-18.16,-7.27,-13.59,-17.07,-10.13,Standing
28:02.6,522,530,795,1001,280,2.65,376.85,1.37,106.85,277,274,108.14,277,11693,90817,2475,1.01,0.16,0,0.29,-0.85,-0.76,8.54,-79.3,-18.05,-7.62,-13.59,-16.99,-10.49,Standing
28:02.7,587,531,796.5,1001,280,2.65,376.85,1.37,109.67,278,276,100.72,275,10144,0,0,0.99,0.15,0.01,-0.17,1.37,-2.33,8.14,-79.67,-18,-7.7,-13.78,-16.95,-10.58,Standing
28:02.9,497,531,796.5,1001,279,2.67,375,1.36,109.67,278,275,100.72,275,10144,10089,275,1.01,0.17,0,-2.41,-1.44,-3.26,8.79,-79.05,-18.23,-8.13,-14.09,-17.15,-10.97,Standing
28:03.0,356,528,792,1001,278,2.68,373.15,1.36,109.67,278,273,100.72,275,10144,19082,548,0.99,0.18,-0.01,-0.71,4.36,-4.53,9.58,-78.25,-18.25,-7.83,-14.56,-17.14,-10.65,Standing
28:03.1,444,526,789,1001,279,2.67,375,1.36,109.67,278,273,100.72,275,10144,28075,821,0.99,0.19,0,-5.28,-1.68,-3.05,10.02,-77.82,-18.84,-8.29,-14.84,-17.68,-11.07,Standing
28:03.2,601,528,792,1001,281,2.64,378.71,1.37,109.67,278,275,100.72,275,10144,38164,1096,1,0.19,0.01,-5.47,1.03,-2.2,10.28,-77.55,-19.45,-8.41,-15.02,-18.27,-11.18,Standing
28:03.4,504,527,790.5,1001,280,2.65,376.85,1.37,109.67,278,274,100.72,275,10144,47704,1370,0.99,0.19,0.01,-3.15,1.37,-0.79,10.31,-77.52,-19.78,-8.49,-15.02,-18.58,-11.25,Standing
28:03.5,993,534,801,1001,279,2.67,375,1.36,109.67,278,272,100.72,275,10144,56152,1642,0.99,0.18,0.01,-2.27,0.5,-0.21,9.73,-78.1,-19.99,-8.68,-14.94,-18.81,-11.46,Standing
28:03.6,487,534,801,1001,280,2.65,376.85,1.37,109.67,278,272,100.72,275,10144,64600,1914,0.99,0.17,0.01,-1.81,1.58,-0.9,9.16,-78.67,-20.15,-8.73,-14.96,-18.98,-11.53,Standing
28:03.7,565,534,801,1001,281,2.64,378.71,1.37,109.67,278,274,100.72,275,10144,74140,2188,1.01,0.18,0.01,-2.44,0.08,-2.14,9.5,-78.32,-20.39,-8.97,-15.13,-19.19,-11.75,Standing
28:03.9,485,533,799.5,1001,280,2.65,376.85,1.37,109.67,278,273,100.72,275,10144,83133,2461,1,0.18,0.01,-2.64,0.95,-2.76,9.38,-78.45,-20.65,-9.1,-15.37,-19.45,-11.88,Standing
28:04.0,420,532,798,1001,279,2.67,375,1.36,112.43,279,273,95.98,273,9211,0,0,1,0.19,0,-1.37,0.41,-1.26,10.2,-77.64,-20.75,-9.3,-15.43,-19.51,-12.03,Standing
28:04.1,997,538,807,1001,281,2.64,378.71,1.37,112.43,279,274,95.98,273,9211,9540,274,1,0.18,0,-0.92,1.06,-0.82,9.61,-78.23,-20.79,-9.42,-15.44,-19.58,-12.17,Standing
28:04.2,540,538,807,1001,283,2.61,382.43,1.38,112.43,279,276,95.98,273,9211,20180,550,1,0.17,0,-2.59,0.11,-1.07,9.07,-78.77,-21.05,-9.65,-15.47,-19.84,-12.42,Standing
28:04.4,542,538,807,1001,281,2.64,378.71,1.37,112.43,279,277,95.98,273,9211,31373,827,1,0.18,0.01,-2.17,1.63,-3.42,9.64,-78.18,-21.25,-9.7,-15.8,-20.01,-12.44,Standing
28:04.5,421,537,805.5,1001,280,2.65,376.85,1.37,112.43,279,274,95.98,273,9211,40913,1101,0.99,0.19,0,-2.56,-0.63,-2.18,10.2,-77.64,-21.5,-10.03,-15.97,-20.23,-12.73,Standing
28:04.6,444,536,804,1001,279,2.67,375,1.36,112.43,279,275,95.98,273,9211,51002,1376,0.99,0.19,0.02,-2.06,2.4,-0.96,10.21,-77.6,-21.69,-9.98,-16,-20.41,-12.68,Standing
28:04.7,559,536,804,1001,281,2.64,378.71,1.37,112.43,279,275,95.98,273,9211,61091,1651,0.99,0.18,0.01,-3.34,-0.31,-0.46,9.75,-78.07,-22.03,-10.27,-15.95,-20.76,-12.98,Standing
28:04.9,510,535,802.5,1001,279,2.67,375,1.36,112.43,279,274,95.98,273,9211,70631,1925,1,0.18,0.01,-2.9,2.48,-1.28,9.85,-77.96,-22.33,-10.21,-16.02,-21.04,-12.92,Standing
28:05.0,342,533,799.5,1001,278,2.68,373.15,1.36,112.43,279,272,95.98,273,9211,79079,2197,1,0.18,0.01,-3.94,1.58,-1.55,9.65,-78.16,-22.74,-10.26,-16.11,-21.45,-12.97,Standing
28:05.1,456,532,798,1001,277,2.69,371.31,1.35,112.43,279,274,95.98,273,9211,88619,2471,0.99,0.18,0.01,-2.33,1.28,-2.05,9.78,-78.03,-22.97,-10.35,-16.27,-21.66,-13.05,Standing
28:05.2,560,532,798,1001,280,2.65,376.85,1.37,113.18,279,273,98.8,274,9760,0,0,1,0.18,0.01,-2.43,1.11,-1.26,9.84,-77.97,-23.2,-10.46,-16.33,-21.88,-13.16,Standing
28:05.4,608,533,799.5,1001,279,2.67,375,1.36,113.18,279,274,98.8,274,9760,9540,274,1,0.19,0.02,-3.18,1.08,-1.41,10.03,-77.77,-23.52,-10.57,-16.4,-22.18,-13.26,Standing
28:05.5,414,532,798,1001,278,2.68,373.15,1.36,113.18,279,272,98.8,274,9760,17988,546,1,0.19,0.01,-3.14,1.02,-1.99,10.02,-77.79,-23.85,-10.7,-16.55,-22.49,-13.38,Standing
28:05.6,412,530,795,1001,277,2.69,371.31,1.35,113.18,279,272,98.8,274,9760,26436,818,0.98,0.19,0.02,-1.7,2.47,-2.76,10.5,-77.31,-23.99,-10.64,-16.8,-22.61,-13.3,Standing
28:05.7,542,530,795,1001,279,2.67,375,1.36,113.18,279,272,98.8,274,9760,34884,1090,0.99,0.2,0.03,-2.54,1.78,0.58,10.6,-77.14,-24.24,-10.66,-16.63,-22.85,-13.32,Standing
28:05.9,579,531,796.5,1001,279,2.67,375,1.36,113.18,279,274,98.8,274,9760,44424,1364,0.99,0.19,0.03,-2.92,2.27,0.76,10,-77.69,-24.54,-10.63,-16.44,-23.15,-13.31,Standing
28:06.0,475,530,795,1001,279,2.67,375,1.36,113.18,279,272,98.8,274,9760,52872,1636,0.99,0.18,0.03,-3.54,-0.1,-0.99,9.85,-77.89,-24.91,-10.9,-16.46,-23.52,-13.58,Standing
28:06.1,381,529,793.5,1001,277,2.69,371.31,1.35,113.18,279,271,98.8,274,9760,60777,1907,0.99,0.19,0.03,-1.46,2.16,-1.61,10.12,-77.6,-25.02,-10.88,-16.56,-23.62,-13.54,Standing
28:06.2,490,528,792,1001,278,2.68,373.15,1.36,113.18,279,271,98.8,274,9760,68682,2178,0.99,0.18,0.03,-2.4,-0.33,-0.96,9.85,-77.82,-25.25,-11.17,-16.59,-23.85,-13.83,Standing
28:06.4,535,528,792,1001,280,2.65,376.85,1.37,113.18,279,274,98.8,274,9760,78222,2452,1,0.18,0.02,-1.65,0.31,-1.61,9.76,-78,-25.39,-11.38,-16.69,-23.98,-14.05,Standing
28:06.5,494,528,792,1001,279,2.67,375,1.36,109.67,278,272,93.1,272,8666,0,0,1,0.19,0,-2.02,-0.3,-1.73,10.16,-77.68,-25.57,-11.67,-16.8,-24.14,-14.31,Standing
28:06.6,403,526,789,1001,278,2.68,373.15,1.36,109.67,278,270,93.1,272,8666,7364,270,0.99,0.2,0.01,-1.26,1.41,-2.07,10.82,-77.01,-25.66,-11.74,-16.96,-24.2,-14.35,Standing
28:06.7,520,526,789,1001,279,2.67,375,1.36,109.67,278,271,93.1,272,8666,15269,541,0.98,0.19,0.01,-1.73,1.24,-1.09,10.45,-77.36,-25.8,-11.83,-17,-24.35,-14.45,Standing
28:06.9,996,531,796.5,1001,281,2.64,378.71,1.37,109.67,278,272,93.1,272,8666,23717,813,0.97,0.2,0,-3.32,1.45,2.88,10.98,-76.86,-26.15,-11.9,-16.54,-24.66,-14.5,Standing
28:07.0,487,531,796.5,1001,280,2.65,376.85,1.37,109.67,278,272,93.1,272,8666,32165,1085,1.02,0.16,0.04,-2.85,2.53,1.95,8.55,-79.08,-26.43,-11.84,-16.2,-25.03,-14.53,Standing
28:07.1,410,530,795,1001,280,2.65,376.85,1.37,109.67,278,271,93.1,272,8666,40070,1356,1.02,0.17,0.04,-3.63,-0.07,-4.74,8.84,-78.73,-26.82,-12.09,-16.7,-25.39,-14.76,Standing
28:07.2,507,529,793.5,1001,279,2.67,375,1.36,109.67,278,271,93.1,272,8666,47975,1627,0.99,0.2,0.02,0.72,0.11,-4.1,10.72,-77.06,-26.66,-12.33,-17.11,-25.16,-14.92,Standing
28:07.4,562,530,795,1001,282,2.63,380.57,1.38,109.67,278,275,93.1,272,8666,58064,1902,0.97,0.21,0,-1.39,-2.4,-1.63,11.67,-76.16,-26.76,-12.88,-17.22,-25.22,-15.41,Standing
28:07.5,566,530,795,1001,282,2.63,380.57,1.38,109.67,278,273,93.1,272,8666,67057,2175,0.99,0.19,0.02,-4.09,-4.36,2.88,10.25,-77.5,-27.21,-13.68,-16.75,-25.71,-16.24,Standing
28:07.6,384,529,793.5,1001,281,2.64,378.71,1.37,109.67,278,271,93.1,272,8666,74962,2446,1,0.18,0.01,-0.53,0.89,-0.24,9.81,-78.02,-27.2,-13.82,-16.69,-25.72,-16.39,Standing
28:07.7,456,528,792,1001,280,2.65,376.85,1.37,113.92,280,271,91.03,271,8285,0,0,1,0.18,0,-0.69,-0.4,-2.27,9.76,-78.08,-27.22,-14.12,-16.87,-25.74,-16.68,Standing
28:07.9,554,528,792,1001,283,2.61,382.43,1.38,113.92,280,272,91.03,271,8285,8448,272,1,0.18,-0.01,-1.29,-0.22,-2.09,9.47,-78.37,-27.31,-14.4,-17.03,-25.84,-16.96,Standing
28:08.0,555,529,793.5,1001,282,2.63,380.57,1.38,113.92,280,273,91.03,271,8285,17441,545,0.99,0.2,-0.01,-2.2,1.51,-2.63,10.9,-76.91,-27.51,-14.46,-17.26,-25.98,-16.96,Standing
28:08.1,424,528,792,1001,282,2.63,380.57,1.38,113.92,280,271,91.03,271,8285,25346,816,0.98,0.19,-0.01,-2.71,0.98,-1.38,10.47,-77.35,-27.79,-14.59,-17.34,-26.26,-17.1,Standing
28:08.2,427,525,787.5,1001,280,2.65,376.85,1.37,113.92,280,271,91.03,271,8285,33251,1087,0.99,0.19,0,-1.6,0.82,0.34,10.53,-77.31,-27.92,-14.73,-17.19,-26.38,-17.24,Standing
28:08.4,499,523,784.5,1001,283,2.61,382.43,1.38,113.92,280,271,91.03,271,8285,41156,1358,1.01,0.19,-0.01,-2.28,0.77,0.1,9.92,-77.91,-28.13,-14.89,-17.08,-26.61,-17.41,Standing
28:08.5,492,522,783,1001,283,2.61,382.43,1.38,113.92,280,274,91.03,271,8285,50696,1632,1.01,0.18,0,-1.91,1.42,-2.21,9.68,-78.16,-28.3,-14.96,-17.26,-26.78,-17.49,Standing
28:08.6,446,516,774,1001,283,2.61,382.43,1.38,113.92,280,271,91.03,271,8285,58601,1903,1,0.19,0,-2.78,0.55,-3.39,10.23,-77.61,-28.58,-15.14,-17.58,-27.02,-17.64,Standing
28:08.7,456,518,777,1001,281,2.64,378.71,1.37,113.92,280,272,91.03,271,8285,67049,2175,1.01,0.2,-0.01,-1.48,-0.42,-2.65,10.43,-77.41,-28.69,-15.45,-17.82,-27.13,-17.92,Standing
28:08.9,559,520,780,1001,285,2.59,386.18,1.39,113.92,280,272,91.03,271,8285,75497,2447,0.99,0.2,-0.01,-0.37,-1.71,-1.38,10.82,-77,-28.67,-15.91,-17.89,-27.09,-18.35,Standing
28:09.0,503,520,780,1001,284,2.6,384.3,1.39,119.7,282,274,92.21,272,8502,0,0,0.99,0.2,-0.03,-0.68,-1.37,-1.18,11.08,-76.63,-28.68,-16.33,-17.94,-27.09,-18.74,Standing
28:09.1,393,517,775.5,1001,284,2.6,384.3,1.39,119.7,282,272,92.21,272,8502,8448,272,0.97,0.22,0,-1.09,0.85,-0.17,12.01,-75.83,-28.75,-16.47,-17.86,-27.12,-18.85,Standing
28:09.2,449,512,768,1001,281,2.64,378.71,1.37,119.7,282,271,92.21,272,8502,16353,543,0.99,0.2,-0.02,-2.89,0.66,-1.36,10.86,-76.9,-29.04,-16.64,-17.93,-27.44,-19.05,Standing
28:09.4,557,514,771,1001,284,2.6,384.3,1.39,119.7,282,272,92.21,272,8502,24801,815,0.98,0.2,-0.02,-2.15,1.51,-0.45,10.83,-76.96,-29.24,-16.7,-17.89,-27.64,-19.11,Standing
28:09.5,564,516,774,1001,284,2.6,384.3,1.39,119.7,282,274,92.21,272,8502,34341,1089,0.99,0.19,-0.02,-0.71,2.28,-0.94,10.35,-77.42,-29.26,-16.67,-17.91,-27.67,-19.1,Standing
28:09.6,615,516,774,1001,284,2.6,384.3,1.39,119.7,282,274,92.21,272,8502,43881,1363,0.99,0.2,-0.03,-2.7,0.27,-0.95,10.74,-76.99,-29.53,-16.89,-17.93,-27.92,-19.29,Standing
28:09.7,431,513,769.5,1001,282,2.63,380.57,1.38,119.7,282,272,92.21,272,8502,52329,1635,1,0.19,-0.02,-2.52,1.78,-1.56,10.42,-77.35,-29.78,-16.91,-18.03,-28.17,-19.33,Standing
28:09.9,525,515,772.5,1001,286,2.58,388.06,1.4,119.7,282,273,92.21,272,8502,61322,1908,0.99,0.2,-0.01,-1.79,0.19,-1.19,10.57,-77.25,-29.93,-17.14,-18.08,-28.31,-19.54,Standing
28:10.0,547,517,775.5,1001,285,2.59,386.18,1.39,119.7,282,274,92.21,272,8502,70862,2182,0.99,0.2,-0.01,-1.6,1.76,-2.21,10.93,-76.89,-30.06,-17.17,-18.26,-28.42,-19.56,Standing
28:10.1,409,516,774,1001,284,2.6,384.3,1.39,119.7,282,272,92.21,272,8502,79310,2454,0.98,0.2,-0.03,-1.99,0.79,-1.08,10.9,-76.83,-30.24,-17.32,-18.29,-28.59,-19.7,Standing
28:18.2,618,618,927,618,285,2.59,386.18,1.39,0,0,272,0,0,0,16896,544,0.98,0.25,0.11,1.6,18.84,-19.76,13.78,-72.83,0.37,2.88,-3.83,0.9,-0.15,Left Fall while Standing
28:18.3,562,590,885,618,283,2.61,382.43,1.38,0,0,273,0,0,0,25889,817,0.97,0.3,0.13,1.18,13.33,-22.66,16.2,-69.93,0.58,4.26,-6.49,1.2,1.29,Left Fall while Standing
28:18.4,519,566,849,618,282,2.63,380.57,1.38,0,0,274,0,0,0,35429,1091,0.9,0.42,0.1,-0.48,-1.44,-25.35,24.23,-62.88,0.59,3.84,-9.51,1.53,1.17,Left Fall while Standing
28:18.5,493,548,822,618,281,2.64,378.71,1.37,0,0,273,0,0,0,44422,1364,0.91,0.4,0.12,4.44,-5.18,-21.78,22.95,-63.78,1.2,2.96,-12.07,2.07,0.29,Left Fall while Standing
28:18.7,367,511,766.5,618,280,2.65,376.85,1.37,0,0,271,0,0,0,52327,1635,0.88,0.43,0.08,1.59,-3.1,-25.15,25.18,-62.13,1.46,2.34,-15.05,2.41,-0.24,Left Fall while Standing
28:18.8,313,478,717,618,279,2.67,375,1.36,0,0,269,0,0,0,59152,1904,0.87,0.49,0.05,-4.4,-6.12,-20.28,28.79,-58.88,0.99,1.35,-17.42,2.1,-1.06,Left Fall while Standing
28:18.9,510,483,724.5,618,279,2.67,375,1.36,0,0,269,0,0,0,65977,2173,0.83,0.51,0.09,0.14,-3.81,-14.27,31.01,-56.22,1.08,0.63,-19.08,2.27,-1.64,Left Fall while Standing
28:19.0,342,465,697.5,618,278,2.68,373.15,1.36,0,0,270,0,0,0,73341,2443,0.82,0.54,0.08,0.8,3.2,-10.76,32.81,-54.65,1.24,0.78,-20.3,2.51,-1.44,Left Fall while Standing
28:19.2,519,471,706.5,618,280,2.65,376.85,1.37,115.88,281,270,89.83,271,8069,0,0,0.83,0.55,0.05,1.82,-1.15,-9.92,32.52,-55.16,1.54,0.39,-21.42,2.78,-1.83,Left Fall while Standing
28:19.3,643,488,732,643,282,2.63,380.57,1.38,115.88,281,271,89.83,271,8069,7905,271,0.82,0.57,0.04,-1.93,-6.26,-15.15,34.23,-53.5,1.37,-0.63,-23.2,2.68,-2.75,Left Fall while Standing
28:19.4,790,516,774,790,283,2.61,382.43,1.38,115.88,281,274,89.83,271,8069,17445,545,0.79,0.59,0.07,-2.22,-5.92,-15.44,36.08,-51.46,1.16,-1.61,-25.02,2.56,-3.61,Left Fall while Standing
28:19.5,609,523,784.5,790,280,2.65,376.85,1.37,115.88,281,272,89.83,271,8069,25893,817,0.76,0.61,0.04,-0.84,-0.66,-11.49,37.9,-49.87,1.13,-1.94,-26.34,2.6,-3.86,Left Fall while Standing
28:19.6,176,497,745.5,790,278,2.68,373.15,1.36,115.88,281,269,89.83,271,8069,32718,1086,0.75,0.63,0.04,-0.74,1.36,-8.82,39.42,-48.33,1.1,-2.02,-27.35,2.64,-3.88,Left Fall while Standing
